rule_id,provider,service,category,rule_type,complexity,severity,controls_unlocked,frameworks_unlocked,framework_sample,check_type,threat_category,mitre_tactics,mitre_techniques,risk_score,domain,title,description,frameworks,compliance_ids,source_file
oci.loadbalancer.policy.failover_configured,oracle,loadbalancer,policy,config,L3_API_LIST_CROSS,MEDIUM,1,1,CANADA_PBMM,config,,,,,,(refined),(refined),CANADA_PBMM,CANADA_PBMM/CP-8(3),oracle_rule_config/loadbalancer/oci.loadbalancer.policy.failover_configured.yaml
aws.iam.policy.condition_external_accounts_configured,aws,iam,policy,config,L4_POLICY_PARSE,MEDIUM,1,1,CIS_IBM,config,,,,,,Check IAM policies for conditions restricting use to external AWS accounts.,Check IAM policies for conditions restricting use to external AWS accounts.,CANADA_PBMM,CANADA_PBMM/AC-20(1),aws_rule_config/iam/aws.iam.policy.condition_external_accounts_configured.yaml
aws.iam.policy.condition_source_ip_configured,aws,iam,policy,config,L4_POLICY_PARSE,MEDIUM,1,1,CANADA_PBMM,config,,,,,,Check IAM policies for maintenance actions to ensure they require a source IP from an approved network.,Check IAM policies for maintenance actions to ensure they require a source IP from an approved network.; (refined),CANADA_PBMM,CANADA_PBMM/MA-4(6),aws_rule_config/iam/aws.iam.policy.condition_source_ip_configured.yaml
aws.iam.role.trust_policy_change_control_configured,aws,iam,role,config,L4_POLICY_PARSE,MEDIUM,1,1,CANADA_PBMM,config,,,,,,Check that IAM role trust policies are not changed without approval.,Check that IAM role trust policies are not changed without approval.; (refined),CANADA_PBMM,CANADA_PBMM/CM-3(4),aws_rule_config/iam/aws.iam.role.trust_policy_change_control_configured.yaml
aws.iam.role.trust_policy_token_actions_configured,aws,iam,role,config,L4_POLICY_PARSE,MEDIUM,1,1,CIS_AWS,config,,,,,,Check IAM role trust policies for unnecessary sts:AssumeRoleWithWebIdentity or sts:AssumeRoleWithSAML actions.,Check IAM role trust policies for unnecessary sts:AssumeRoleWithWebIdentity or sts:AssumeRoleWithSAML actions.,CIS_AWS,CIS_AWS/4.1.6,aws_rule_config/iam/aws.iam.role.trust_policy_token_actions_configured.yaml
gcp.iam.policy.condition_ip_configured,gcp,iam,policy,config,L4_POLICY_PARSE,MEDIUM,1,1,CANADA_PBMM,config,,,,,,Check IAM policy bindings for maintenance actions to ensure they require a source IP from an approved network.,Check IAM policy bindings for maintenance actions to ensure they require a source IP from an approved network.; (refined),CANADA_PBMM,CANADA_PBMM/MA-4(6),gcp_rule_config/iam/gcp.iam.policy.condition_ip_configured.yaml
gcp.iam.role.custom_role_change_control_configured,gcp,iam,role,config,L4_POLICY_PARSE,MEDIUM,1,1,CANADA_PBMM,config,,,,,,Check that custom IAM roles are not changed without approval.,Check that custom IAM roles are not changed without approval.; (refined),CANADA_PBMM,CANADA_PBMM/CM-3(4),gcp_rule_config/iam/gcp.iam.role.custom_role_change_control_configured.yaml
gcp.iam.role.custom_role_permissions_restricted,gcp,iam,role,config,L4_POLICY_PARSE,MEDIUM,1,1,CANADA_PBMM,config,,,,,,(refined),(refined); Check custom IAM roles have defined maximum permissions permissions boundaries.,CANADA_PBMM,CANADA_PBMM/SC-6,gcp_rule_config/iam/gcp.iam.role.custom_role_permissions_restricted.yaml
gcp.kms.cryptokey.iam_member_configured,gcp,kms,cryptokey,config,L4_POLICY_PARSE,HIGH,1,1,CANADA_PBMM,config,,,,,,"Check that Cloud KMS CryptoKeys have IAM bindings restricting roles like cloudkms.admin, cloudkms.cryptoKeyEncrypterDecrypter.","Check that Cloud KMS CryptoKeys have IAM bindings restricting roles like cloudkms.admin, cloudkms.cryptoKeyEncrypterDecrypter.",CANADA_PBMM,CANADA_PBMM/SC-12(1),gcp_rule_config/kms/gcp.kms.cryptokey.iam_member_configured.yaml
ibm.iam.custom_role.policies_configured,ibm,iam,custom_role,config,L4_POLICY_PARSE,MEDIUM,1,1,CANADA_PBMM,config,,,,,,(refined),(refined),CANADA_PBMM,CANADA_PBMM/SC-6,ibm_rule_config/iam/ibm.iam.custom_role.policies_configured.yaml
ibm.iam.policy.condition_ip_configured,ibm,iam,policy,config,L4_POLICY_PARSE,MEDIUM,1,1,CANADA_PBMM,config,,,,,,(refined),(refined),CANADA_PBMM,CANADA_PBMM/MA-4(6),ibm_rule_config/iam/ibm.iam.policy.condition_ip_configured.yaml
ibm.iam.policy.wildcard_action_configured,ibm,iam,policy,config,L4_POLICY_PARSE,HIGH,1,1,CIS_GCP,config,,,,,,(refined),(refined),CIS_IBM,CIS_IBM/1.14,ibm_rule_config/iam/ibm.iam.policy.wildcard_action_configured.yaml
oci.iam.policy.deny_maintenance_tools_restricted,oracle,iam,policy,config,L4_POLICY_PARSE,MEDIUM,1,1,CANADA_PBMM,config,,,,,,Check IAM policies for statements denying maintenance tool usage.,Check IAM policies for statements denying maintenance tool usage.,CANADA_PBMM,CANADA_PBMM/MA-3(2);CANADA_PBMM/MA-3(1),oracle_rule_config/iam/oci.iam.policy.deny_maintenance_tools_restricted.yaml
oci.identity.policy.condition_ip_configured,oracle,identity,policy,config,L4_POLICY_PARSE,MEDIUM,1,1,CANADA_PBMM,config,,,,,,(refined),(refined),CANADA_PBMM,CANADA_PBMM/MA-4(6),oracle_rule_config/identity/oci.identity.policy.condition_ip_configured.yaml
alicloud.ecs.instance.cloud_monitor_agent_configured,alicloud,ecs,instance,config,L5_NEEDS_AGENT,MEDIUM,1,1,CANADA_PBMM,config,,,,,,PARTIAL: alicloud.ecs.instance.cloud_monitor_agent ||| verifies Cloud Monitor Agent is installed for potential third-party AV integration but not the,PARTIAL: alicloud.ecs.instance.cloud_monitor_agent ||| verifies Cloud Monitor Agent is installed for potential third-party AV integration but not the,CANADA_PBMM,CANADA_PBMM/SI-3(2),alicloud_rule_config/ecs/alicloud.ecs.instance.cloud_monitor_agent_configured.yaml
alicloud.nas.file_system.encryption_enabled,alicloud,nas,file_system,config,L5_NEEDS_AGENT,HIGH,1,1,CIS_OCI,config,,,,,,(refined),(refined),CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,alicloud_rule_config/nas/alicloud.nas.file_system.encryption_enabled.yaml
aws.ec2.instance.antivirus_installed_configured,aws,ec2,instance,config,L5_NEEDS_AGENT,MEDIUM,1,1,PCI_DSS,config,,,,,,Check if EC2 instances have an antivirus/anti-malware agent installed and running.,Check if EC2 instances have an antivirus/anti-malware agent installed and running.; Check if EC2 instances have antivirus/anti-malware agent installed,CANADA_PBMM,CANADA_PBMM/SI-3(1);CANADA_PBMM/SI-3(2);CANADA_PBMM/SI-3(7),aws_rule_config/ec2/aws.ec2.instance.antivirus_installed_configured.yaml
aws.ec2.instance.time_sync_configured,aws,ec2,instance,config,L5_NEEDS_AGENT,MEDIUM,1,1,PCI_DSS,config,,,,,,Check if EC2 instances are configured to use Amazon Time Sync Service or equivalent.,Check if EC2 instances are configured to use Amazon Time Sync Service or equivalent.; (refined),PCI_DSS,PCI_DSS/10.6.1,aws_rule_config/ec2/aws.ec2.instance.time_sync_configured.yaml
azure.compute.virtual_machine.time_sync_configured,azure,compute,virtual_machine,config,L5_NEEDS_AGENT,MEDIUM,1,1,PCI_DSS,config,,,,,,(refined),(refined); Check if Azure VMs are configured to use time synchronization from host or NTP.,PCI_DSS,PCI_DSS/10.6.1,azure_rule_config/compute/azure.compute.virtual_machine.time_sync_configured.yaml
gcp.compute.instance_template.metadata_streaming_connection_idle_timeout_configured,gcp,compute,instance_template,config,L5_NEEDS_AGENT,MEDIUM,1,1,CIS_GCP,config,,,,,,Ensure GCE instance templates do not set streaming connection idle timeout to 0.,Ensure GCE instance templates do not set streaming connection idle timeout to 0.; (refined),CIS;CIS_GCP,CIS/3.2.5;CIS_GCP/3.2.5,gcp_rule_config/compute/gcp.compute.instance_template.metadata_streaming_connection_idle_timeout_configured.yaml
ibm.vpc.vsi.patch_management_configured,ibm,vpc,vsi,config,L5_NEEDS_AGENT,MEDIUM,1,1,CANADA_PBMM,config,,,,,,(refined),(refined),CANADA_PBMM,CANADA_PBMM/SI-2(3),ibm_rule_config/vpc/ibm.vpc.vsi.patch_management_configured.yaml
k8s.compute.node.rotate_kubelet_server_certificate_configured,k8s,compute,node,config,L5_NEEDS_AGENT,MEDIUM,1,1,CIS_K8S,config,,,,,,Verify the kubelet server certificate rotation is enabled on Kubernetes nodes.,Verify the kubelet server certificate rotation is enabled on Kubernetes nodes.; (refined),CIS;CIS_K8S,CIS/4.2.12;CIS_K8S/4.2.12,k8s_rule_config/compute/k8s.compute.node.rotate_kubelet_server_certificate_configured.yaml
k8s.control_plane.scheduler.file_ownership_enforced,k8s,control_plane,scheduler,config,L5_NEEDS_AGENT,MEDIUM,1,1,CIS_K8S,config,,,,,,Check that the kube-scheduler static pod manifest file is owned by root:root,Check that the kube-scheduler static pod manifest file is owned by root:root; (refined),CIS;CIS_K8S,CIS/1.4.6;CIS_K8S/1.4.6,k8s_rule_config/control_plane/k8s.control_plane.scheduler.file_ownership_enforced.yaml
k8s.kubelet.config.cipher_suites_configured,k8s,kubelet,config,config,L5_NEEDS_AGENT,MEDIUM,1,1,CIS_K8S,config,,,,,,Check kubelet configuration file for strong cryptographic ciphers.,Check kubelet configuration file for strong cryptographic ciphers.; (refined),CIS;CIS_K8S,CIS/4.2.13;CIS_K8S/4.2.13,k8s_rule_config/kubelet/k8s.kubelet.config.cipher_suites_configured.yaml
k8s.node.cni.file_permissions_restricted,k8s,node,cni,config,L5_NEEDS_AGENT,MEDIUM,1,1,CIS_IBM,config,,,,,,"PARTIAL: k8s.kubernetes.cni.file_permissions ||| Requires agent-based file integrity monitoring on worker nodes, not a pure API-driven configuration c","PARTIAL: k8s.kubernetes.cni.file_permissions ||| Requires agent-based file integrity monitoring on worker nodes, not a pure API-driven configuration c",CIS,CIS/1.1.9,k8s_rule_config/node/k8s.node.cni.file_permissions_restricted.yaml
k8s.node.file_permissions.proxy_configured,k8s,node,file_permissions,config,L5_NEEDS_AGENT,MEDIUM,1,1,CIS_K8S,config,,,,,,(refined),(refined); Check that the kube-proxy kubeconfig file permissions are 644 or more restrictive.,CIS;CIS_K8S,CIS/2.2.5;CIS_K8S/2.2.5,k8s_rule_config/node/k8s.node.file_permissions.proxy_configured.yaml
k8s.node.file_system.client_ca_ownership_enforced,k8s,node,file_system,config,L5_NEEDS_AGENT,MEDIUM,1,1,CIS_K8S,config,,,,,,Check that the client certificate authorities file on each node is owned by root:root,Check that the client certificate authorities file on each node is owned by root:root; (refined),CIS;CIS_K8S,CIS/4.1.8;CIS_K8S/4.1.8,k8s_rule_config/node/k8s.node.file_system.client_ca_ownership_enforced.yaml
k8s.node.time_sync_configured,k8s,node,time_sync_configured,config,L5_NEEDS_AGENT,MEDIUM,1,1,PCI_DSS,config,,,,,,(refined),"(refined); Check if Kubernetes nodes (e.g., via DaemonSet) are configured to run an NTP client or service.",PCI_DSS,PCI_DSS/10.6.1,k8s_rule_config/node/k8s.node.time_sync_configured.yaml
oci.compute.config_file.permissions_configured,oracle,compute,config_file,config,L5_NEEDS_AGENT,MEDIUM,1,1,CIS_K8S,config,,,,,,(refined),(refined),CIS_OCI,CIS_OCI/3.1.1,oracle_rule_config/compute/oci.compute.config_file.permissions_configured.yaml
oci.compute.instance.time_sync_configured,oracle,compute,instance,config,L5_NEEDS_AGENT,MEDIUM,1,1,PCI_DSS,config,,,,,,Check if OCI compute instances are configured to use Oracle-provided NTP servers.,Check if OCI compute instances are configured to use Oracle-provided NTP servers.; (refined),PCI_DSS,PCI_DSS/10.6.1,oracle_rule_config/compute/oci.compute.instance.time_sync_configured.yaml
alicloud.ecs.activity_log.auditd_kill,alicloud,ecs,activity_log,ciem,L6_CIEM_EVENT,MEDIUM,1,1,CIS_GCP,log,reconnaissance,discovery,T1580,55,logging_monitoring_and_alerting,Detect ECS instance auditd process kill events and OOS executions that modify or stop auditd service,Detect ECS instance auditd process kill events and OOS executions that modify or stop auditd service,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,alicloud_rule_ciem/ecs/alicloud.ecs.activity_log.auditd_kill.yaml
alicloud.ecs.audit.enable_nested_virtualization,alicloud,ecs,audit,ciem,L6_CIEM_EVENT,MEDIUM,1,1,CIS_IBM,log,reconnaissance,discovery,T1580,55,logging_monitoring_and_alerting,Track ECS instance type modifications or explicit actions enabling nested virtualization.,Track ECS instance type modifications or explicit actions enabling nested virtualization.,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,alicloud_rule_ciem/ecs/alicloud.ecs.audit.enable_nested_virtualization.yaml
alicloud.resourcemanager.audit.folder_change,alicloud,resourcemanager,audit,ciem,L6_CIEM_EVENT,MEDIUM,1,1,CIS_OCI,log,defense_evasion,defense_evasion,T1562,55,logging_monitoring_and_alerting,Track RAM (Resource Access Management) policy changes and resource directory folder modifications to log system changes.,Track RAM (Resource Access Management) policy changes and resource directory folder modifications to log system changes.,NIST_800_171,NIST_800_171/3.4.3,alicloud_rule_ciem/resourcemanager/alicloud.resourcemanager.audit.folder_change.yaml
alicloud.sas.audit.disable,alicloud,sas,audit,ciem,L6_CIEM_EVENT,HIGH,1,1,CIS_AZURE,log,defense_evasion,defense_evasion,T1562,75,logging_monitoring_and_alerting,Detect disabling of Security Center (SAS) or RAM privilege escalation chains aimed at evading external attack surface detection.,Detect disabling of Security Center (SAS) or RAM privilege escalation chains aimed at evading external attack surface detection.,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,alicloud_rule_ciem/sas/alicloud.sas.audit.disable.yaml
aws.ec2.activity_log.auditd_disable,aws,ec2,activity_log,ciem,L6_CIEM_EVENT,HIGH,1,1,CIS_GCP,log,defense_evasion,defense_evasion,T1562,75,logging_monitoring_and_alerting,Detect EC2 auditd service stop/deletion and SSM commands that disable or tamper with Linux audit logging,Detect EC2 auditd service stop/deletion and SSM commands that disable or tamper with Linux audit logging,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,aws_rule_ciem/ec2/aws.ec2.activity_log.auditd_disable.yaml
aws.iam.audit.user_inactivity_reactivation,aws,iam,audit,ciem,L6_CIEM_EVENT,MEDIUM,1,1,CIS_IBM,log,reconnaissance,discovery,T1580,55,identity_and_access_management,"Detect console login after 90+ day inactivity, then immediate disable (defense evasion) or reactivation of long-dormant users","Detect console login after 90+ day inactivity, then immediate disable (defense evasion) or reactivation of long-dormant users",CIS_AWS,CIS_AWS/1.5,aws_rule_ciem/iam/aws.iam.audit.user_inactivity_reactivation.yaml
azure.vm.activity_log.auditd_modify,azure,vm,activity_log,ciem,L6_CIEM_EVENT,MEDIUM,1,1,CIS_GCP,log,defense_evasion,defense_evasion,T1562,55,logging_monitoring_and_alerting,Detect VM auditd configuration changes and Automation runbooks that disable or circumvent Linux audit logging,Detect VM auditd configuration changes and Automation runbooks that disable or circumvent Linux audit logging,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,azure_rule_ciem/vm/azure.vm.activity_log.auditd_modify.yaml
azure.vm.audit.patch_override,azure,vm,audit,ciem,L6_CIEM_EVENT,MEDIUM,1,1,CIS_AWS,log,reconnaissance,discovery,T1580,55,logging_monitoring_and_alerting,Identify VM patch state tampering or automated runbook sequences designed to bypass update compliance.,Identify VM patch state tampering or automated runbook sequences designed to bypass update compliance.,CIS_AZURE,CIS_AZURE/10.7,azure_rule_ciem/vm/azure.vm.audit.patch_override.yaml
gcp.compute.activity_log.auditd_alter,gcp,compute,activity_log,ciem,L6_CIEM_EVENT,MEDIUM,1,1,CIS_GCP,log,defense_evasion,defense_evasion,T1562,55,logging_monitoring_and_alerting,Detect Compute Engine auditd service manipulation and OS Config patch deployments that modify or disable auditd,Detect Compute Engine auditd service manipulation and OS Config patch deployments that modify or disable auditd,CIS,CIS/5.7.2,gcp_rule_ciem/compute/gcp.compute.activity_log.auditd_alter.yaml
gcp.compute.activity_log.set_nested_virtualization,gcp,compute,activity_log,ciem,L6_CIEM_EVENT,MEDIUM,1,1,CIS_IBM,log,reconnaissance,discovery,T1580,55,security_posture,Alert on API calls enabling nested virtualization on Compute Engine VMs or creating VMs with nested virtualization enabled.,Alert on API calls enabling nested virtualization on Compute Engine VMs or creating VMs with nested virtualization enabled.,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,gcp_rule_ciem/compute/gcp.compute.activity_log.set_nested_virtualization.yaml
gcp.compute.audit.instance_creation_without_integrity,gcp,compute,audit,ciem,L6_CIEM_EVENT,MEDIUM,1,1,CIS_IBM,log,reconnaissance,discovery,T1580,55,logging_monitoring_and_alerting,Detect shielded VM policy modifications disabling vTPM/Integrity Monitoring or instance creations without integrity features.,Detect shielded VM policy modifications disabling vTPM/Integrity Monitoring or instance creations without integrity features.,CIS,CIS/5.1,gcp_rule_ciem/compute/gcp.compute.audit.instance_creation_without_integrity.yaml
gcp.compute.audit.patch_override,gcp,compute,audit,ciem,L6_CIEM_EVENT,MEDIUM,1,1,CIS_AWS,log,reconnaissance,discovery,T1580,55,logging_monitoring_and_alerting,Monitor for instance patch policy overrides or OS Config agent manipulations to evade patching.,Monitor for instance patch policy overrides or OS Config agent manipulations to evade patching.,CIS_GCP,CIS_GCP/4.12,gcp_rule_ciem/compute/gcp.compute.audit.patch_override.yaml
gcp.iam.audit.dormant_user_console_access,gcp,iam,audit,ciem,L6_CIEM_EVENT,MEDIUM,1,1,CIS_ALICLOUD,log,reconnaissance,discovery,T1580,55,identity_and_access_management,Detect use of dormant service account keys (>90d) or console login by long-inactive human user,Detect use of dormant service account keys (>90d) or console login by long-inactive human user,CIS,CIS/1.5,gcp_rule_ciem/iam/gcp.iam.audit.dormant_user_console_access.yaml
gcp.iam.audit.require_mfa_for_cloud_console,gcp,iam,audit,ciem,L6_CIEM_EVENT,MEDIUM,1,1,NIST_800_171,log,reconnaissance,discovery,T1580,55,identity_and_access_management,PARTIAL: gcp.iam.audit.require_mfa_for_cloud_console ||| verifies MFA policy exists for console but cannot verify session termination for external mai,PARTIAL: gcp.iam.audit.require_mfa_for_cloud_console ||| verifies MFA policy exists for console but cannot verify session termination for external mai,NIST_800_171,NIST_800_171/3.7.5,gcp_rule_ciem/iam/gcp.iam.audit.require_mfa_for_cloud_console.yaml
ibm.activity_log.audit.rule_deletion,ibm,activity_log,audit,ciem,L6_CIEM_EVENT,MEDIUM,1,1,PCI_DSS,log,reconnaissance,discovery,T1580,55,logging_monitoring_and_alerting,"Detect deletion of critical security rules (Security Groups, ACLs) in logs and chained events that disable monitoring services.","Detect deletion of critical security rules (Security Groups, ACLs) in logs and chained events that disable monitoring services.",PCI_DSS,PCI_DSS/10.7.1,ibm_rule_ciem/activity_log/ibm.activity_log.audit.rule_deletion.yaml
ibm.activity_tracker.audit.log_integrity_violation,ibm,activity_tracker,audit,ciem,L6_CIEM_EVENT,MEDIUM,1,1,PCI_DSS,log,reconnaissance,discovery,T1580,55,logging_monitoring_and_alerting,Monitor for log export deletions or timestamp alterations in Activity Tracker,Monitor for log export deletions or timestamp alterations in Activity Tracker,CANADA_PBMM,CANADA_PBMM/AU-8(1),ibm_rule_ciem/activity_tracker/ibm.activity_tracker.audit.log_integrity_violation.yaml
ibm.activity_tracker.audit.retention_update,ibm,activity_tracker,audit,ciem,L6_CIEM_EVENT,MEDIUM,1,1,CIS_ALICLOUD,log,defense_evasion,defense_evasion,T1562,55,logging_monitoring_and_alerting,Detect retention period reduction for Activity Tracker instances and multi-step log routing disruption.,Detect retention period reduction for Activity Tracker instances and multi-step log routing disruption.,CIS_IBM,CIS_IBM/3.2,ibm_rule_ciem/activity_tracker/ibm.activity_tracker.audit.retention_update.yaml
ibm.cloudant.audit.route_delete,ibm,cloudant,audit,ciem,L6_CIEM_EVENT,HIGH,1,1,CIS_AWS,log,defense_evasion,defense_evasion,T1562,75,logging_monitoring_and_alerting,"Detect Activity Tracker instance deletion or route removal, and Cloudant database audit log configuration changes that halt log forwarding.","Detect Activity Tracker instance deletion or route removal, and Cloudant database audit log configuration changes that halt log forwarding.",CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,ibm_rule_ciem/cloudant/ibm.cloudant.audit.route_delete.yaml
ibm.codeengine.activity_log.privileged_job_run,ibm,codeengine,activity_log,ciem,L6_CIEM_EVENT,MEDIUM,1,1,CIS_K8S,log,privilege_escalation,privilege_escalation,T1078,55,security_posture,Detect privileged workload creation in IKS/OpenShift and Code Engine,Detect privileged workload creation in IKS/OpenShift and Code Engine,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,ibm_rule_ciem/codeengine/ibm.codeengine.activity_log.privileged_job_run.yaml
ibm.functions.activity_log.create_action,ibm,functions,activity_log,ciem,L6_CIEM_EVENT,MEDIUM,1,1,NIST_800_171,log,persistence,persistence,T1098,55,security_posture,"Monitor creation or modification of IBM Cloud Functions actions, representing serverless mobile code.","Monitor creation or modification of IBM Cloud Functions actions, representing serverless mobile code.",NIST_800_171,NIST_800_171/3.13.13,ibm_rule_ciem/functions/ibm.functions.activity_log.create_action.yaml
ibm.iam.activity_log.account_invite,ibm,iam,activity_log,ciem,L6_CIEM_EVENT,MEDIUM,1,1,CIS_AZURE,log,persistence,persistence,T1098,55,identity_and_access_management,Monitor invitations of external users to the account and subsequent API key generation for them.,Monitor invitations of external users to the account and subsequent API key generation for them.,CIS_IBM,CIS_IBM/1.4,ibm_rule_ciem/iam/ibm.iam.activity_log.account_invite.yaml
ibm.iam.activity_log.api_key_activity,ibm,iam,activity_log,ciem,L6_CIEM_EVENT,MEDIUM,1,1,CANADA_PBMM,log,credential_access,credential_access,T1552,55,identity_and_access_management,Detect API key usage for privileged account and virtual server login by privileged identity,Detect API key usage for privileged account and virtual server login by privileged identity,CANADA_PBMM,CANADA_PBMM/IA-2(1),ibm_rule_ciem/iam/ibm.iam.activity_log.api_key_activity.yaml
ibm.is.vpc.audit_instance_ssh,ibm,is,vpc,ciem,L6_CIEM_EVENT,MEDIUM,1,1,NIST_800_171,log,reconnaissance,discovery,T1580,55,logging_monitoring_and_alerting,Detect creation of IAM API keys for remote auth and SSH/RDP sessions to VPC instances for command execution.,Detect creation of IAM API keys for remote auth and SSH/RDP sessions to VPC instances for command execution.,NIST_800_171,NIST_800_171/3.1.15,ibm_rule_ciem/is/ibm.is.vpc.audit_instance_ssh.yaml
ibm.schematics.audit.workspace_action,ibm,schematics,audit,ciem,L6_CIEM_EVENT,MEDIUM,1,1,NIST_800_171,log,reconnaissance,discovery,T1580,55,logging_monitoring_and_alerting,Detect custom image creation in VPC and execution of Schematics workspace actions that may deploy unverified diagnostic code.,Detect custom image creation in VPC and execution of Schematics workspace actions that may deploy unverified diagnostic code.,NIST_800_171,NIST_800_171/3.7.4,ibm_rule_ciem/schematics/ibm.schematics.audit.workspace_action.yaml
ibm.schematics.audit.workspace_apply,ibm,schematics,audit,ciem,L6_CIEM_EVENT,MEDIUM,1,1,PCI_DSS,log,reconnaissance,discovery,T1580,55,logging_monitoring_and_alerting,Monitor VPC instance creation and Schematics workspace applies to detect unauthorized software deployment.,Monitor VPC instance creation and Schematics workspace applies to detect unauthorized software deployment.,NIST_800_171,NIST_800_171/3.4.8,ibm_rule_ciem/schematics/ibm.schematics.audit.workspace_apply.yaml
ibm.schematics.audit.workspace_variable_modify,ibm,schematics,audit,ciem,L6_CIEM_EVENT,MEDIUM,1,1,CIS_AWS,log,defense_evasion,defense_evasion,T1562,55,logging_monitoring_and_alerting,Detect security group rule changes permitting unencrypted traffic and Infrastructure-as-Code variable modifications that could disable TLS in deployme,Detect security group rule changes permitting unencrypted traffic and Infrastructure-as-Code variable modifications that could disable TLS in deployme,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,ibm_rule_ciem/schematics/ibm.schematics.audit.workspace_variable_modify.yaml
ibm.vpc.activity_log.auditd_removal,ibm,vpc,activity_log,ciem,L6_CIEM_EVENT,MEDIUM,1,1,CIS_GCP,log,reconnaissance,discovery,T1580,55,logging_monitoring_and_alerting,Detect VPC instance auditd package removal and Schematics actions that alter or disable Linux audit logging,Detect VPC instance auditd package removal and Schematics actions that alter or disable Linux audit logging,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,ibm_rule_ciem/vpc/ibm.vpc.activity_log.auditd_removal.yaml
ibm.vpc.activity_log.create_image,ibm,vpc,activity_log,ciem,L6_CIEM_EVENT,MEDIUM,1,1,NIST_800_171,log,persistence,persistence,T1098,55,network_security,Detect custom image creation in VPC and execution of Schematics workspace actions that may deploy unverified diagnostic code.,Detect custom image creation in VPC and execution of Schematics workspace actions that may deploy unverified diagnostic code.,NIST_800_171,NIST_800_171/3.7.4,ibm_rule_ciem/vpc/ibm.vpc.activity_log.create_image.yaml
ibm.vpc.audit.instance_console_activity,ibm,vpc,audit,ciem,L6_CIEM_EVENT,MEDIUM,1,1,NIST_800_171,log,reconnaissance,discovery,T1580,55,logging_monitoring_and_alerting,Detect MFA requirement removal and anomalous continuous instance console activity.,Detect MFA requirement removal and anomalous continuous instance console activity.,NIST_800_171,NIST_800_171/3.1.10,ibm_rule_ciem/vpc/ibm.vpc.audit.instance_console_activity.yaml
ibm.vpc.audit.patch_override,ibm,vpc,audit,ciem,L6_CIEM_EVENT,MEDIUM,1,1,CIS_AWS,log,reconnaissance,discovery,T1580,55,logging_monitoring_and_alerting,Flag VSI patch compliance overrides or Schematics workspace runs that manipulate patch states.,Flag VSI patch compliance overrides or Schematics workspace runs that manipulate patch states.,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,ibm_rule_ciem/vpc/ibm.vpc.audit.patch_override.yaml
k8s.apiserver.audit.authentication_failure_chain,k8s,apiserver,audit,ciem,L6_CIEM_EVENT,MEDIUM,1,1,NIST_800_171,log,reconnaissance,discovery,T1580,55,logging_monitoring_and_alerting,Identify patterns of consecutive failed authentication requests to the Kubernetes API server.,Identify patterns of consecutive failed authentication requests to the Kubernetes API server.,NIST_800_171,NIST_800_171/3.1.8,k8s_rule_ciem/apiserver/k8s.apiserver.audit.authentication_failure_chain.yaml
k8s.container.audit.auditd_mount_tamper,k8s,container,audit,ciem,L6_CIEM_EVENT,HIGH,1,1,CIS_GCP,log,defense_evasion,defense_evasion,T1562,75,logging_monitoring_and_alerting,Detect container auditd socket mount tampering and DaemonSet deployments that bypass host audit logging,Detect container auditd socket mount tampering and DaemonSet deployments that bypass host audit logging,CIS,CIS/5.7.2,k8s_rule_ciem/container/k8s.container.audit.auditd_mount_tamper.yaml
oci.compute.activity_log.auditd_stop,oracle,compute,activity_log,ciem,L6_CIEM_EVENT,MEDIUM,1,1,CIS_GCP,log,defense_evasion,defense_evasion,T1562,55,logging_monitoring_and_alerting,Detect Compute instance auditd process termination and OS Management commands that disable auditd logging,Detect Compute instance auditd process termination and OS Management commands that disable auditd logging,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,oracle_rule_ciem/compute/oci.compute.activity_log.auditd_stop.yaml
oci.compute.audit.launch_instance_without_trusted_platform,oracle,compute,audit,ciem,L6_CIEM_EVENT,MEDIUM,1,1,CIS_IBM,log,persistence,persistence,T1098,55,logging_monitoring_and_alerting,Detect instance configuration updates disabling trusted platform module or instance launches without trusted computing.,Detect instance configuration updates disabling trusted platform module or instance launches without trusted computing.,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,oracle_rule_ciem/compute/oci.compute.audit.launch_instance_without_trusted_platform.yaml
oci.compute.audit.nested_virtualization_flag,oracle,compute,audit,ciem,L6_CIEM_EVENT,MEDIUM,1,1,CIS_IBM,log,reconnaissance,discovery,T1580,55,logging_monitoring_and_alerting,Detect instance launches with nested virtualization enabled or configuration changes that permit nested virtualization.,Detect instance launches with nested virtualization enabled or configuration changes that permit nested virtualization.,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,oracle_rule_ciem/compute/oci.compute.audit.nested_virtualization_flag.yaml
