yaml_rule_id,yaml_service,yaml_resource_kind,domain,severity,scope,assertion_id,ai_match_rule_id,ai_confidence,ai_reasoning,csv_service,csv_category,csv_provider_service,aws_mapped_compliance_functions,aws_mapped_compliance_ids,top_candidate_pool,review_decision
aws.iam.user.single_active_access_key_audit_configured,iam,user,logging_monitoring_and_alerting,medium,iam.user.logging,logging_monitoring.monitoring.iam_user_single_active_access_key_audit_configured,aws.iam.user.single_active_access_key_audit:aws.iam.user.access_keys_rotated_90_days_or_less_when_present,high,"The candidate rule directly matches the technical control for auditing single active access keys on IAM users, aligning with the YAML rule's focus on access key monitoring.",iam,,"boto3.client(""iam"")",aws.iam.user.single_active_access_key_audit,cis_aws_aws_2.12_0012,aws.iam.user.single_active_access_key_audit:aws.iam.user.access_keys_rotated_90_days_or_less_when_present(0.333); aws.iam.user.single_active_access_key_check:aws.iam.user.access_keys_rotated_90_days_or_less_when_present(0.333); iam.user.console.access.unused(0.25); iam.no.root.access.key(0.25); aws.iam.user.access_keys_rotated_90_days_or_less_when_present(0.231),
aws.identitycenter.group.identitycenter_attached_policies_not_admin_star_configured,identitycenter,group,configuration_and_change_management,medium,identitycenter.group.configuration,security.configuration.identitycenter_group_identitycenter_attached_policies_not_admin_star_configured,aws.identity_center.group.attached_policies_not_admin_star,high,"Both rules check for admin/* policies attached to Identity Center groups, covering the same technical control on the same resource.",identity_center,identity_access,"boto3.client(""identity_center"")",,,aws.iam.group.attached_policies_not_admin_star(0.857); aws.identity_center.group.attached_policies_not_admin_star(0.857); aws.iam.group.attached_policies_not_admin_star(0.857); aws.identity_center.group.attached_policies_not_admin_star(0.857); aws.cognito.user_pool_group.attached_policies_not_admin_star(0.667),
aws.identitycenter.group.identitycenter_external_sharing_restricted_if_supported,identitycenter,group,configuration_and_change_management,medium,identitycenter.group.configuration,security.configuration.identitycenter_group_identitycenter_external_sharing_restricted_if_supported,aws.identity_center.group.external_sharing_restricted_where_supported,high,Both rules target AWS Identity Center groups and enforce restrictions on external sharing where supported.,identity_center,identity_access,"boto3.client(""identity_center"")",,,aws.iam.group.external_sharing_restricted_where_supported(0.625); aws.identity_center.group.external_sharing_restricted_where_supported(0.625); aws.quicksight.group.external_group_sharing_restricted(0.571); aws.ec2.dedicated_host.host_sharing_restricted(0.222); aws.redshift.security_group.egress_restricted(0.222),
aws.identitycenter.group.identitycenter_membership_review_enabled_if_supported,identitycenter,group,configuration_and_change_management,medium,identitycenter.group.configuration,security.configuration.identitycenter_group_identitycenter_membership_review_enabled_if_supported,aws.identity_center.group.membership_review_enabled_where_supported,high,"Both rules target the same service (Identity Center), resource (group), and control (membership review enabled where supported).",identity_center,identity_access,"boto3.client(""identity_center"")",,,aws.iam.group.membership_review_enabled_where_supported(0.625); aws.identity_center.group.membership_review_enabled_where_supported(0.625); aws.cognito.user_pool_group.membership_review_enabled_where_supported(0.5); aws.redshift.parameter_group.logging_enabled_where_supported(0.3); aws.redshift.parameter_group.logging_enabled_where_supported(0.3),
aws.identitycenter.group.identitycenter_no_inline_policies_configured,identitycenter,group,configuration_and_change_management,medium,identitycenter.group.configuration,security.configuration.identitycenter_group_identitycenter_no_inline_policies_configured,aws.identity_center.group.no_inline_policies,high,"Both rules check for no inline policies on Identity Center groups, covering the same technical control on the same resource.",identity_center,identity_access,"boto3.client(""identity_center"")",,,aws.iam.group.no_inline_policies(0.8); aws.identity_center.group.no_inline_policies(0.8); aws.iam.group.no_inline_policies(0.8); aws.identity_center.group.no_inline_policies(0.8); aws.cognito.user_pool_group.no_inline_policies(0.571),
aws.identitycenter.permissionset.identitycenter_attached_policies_not_admin_star_configured,identitycenter,permissionset,configuration_and_change_management,medium,identitycenter.permissionset.configuration,security.configuration.identitycenter_permissionset_identitycenter_attached_policies_not_admin_star_configured,aws.identity_center.permission_set.attached_policies_not_admin_star,high,"Both rules check for admin/* policies attached to AWS Identity Center permission sets, covering the same technical control on the same resource.",identity_center,identity_access,"boto3.client(""identity_center"")",,,aws.iam.group.attached_policies_not_admin_star(0.625); aws.identity_center.group.attached_policies_not_admin_star(0.625); aws.iam.role.attached_policies_not_admin_star(0.625); aws.iam.role.attached_policies_not_admin_star(0.625); aws.iam.group.attached_policies_not_admin_star(0.625),
aws.identitycenter.permissionset.identitycenter_no_inline_policies_configured,identitycenter,permissionset,configuration_and_change_management,medium,identitycenter.permissionset.configuration,security.configuration.identitycenter_permissionset_identitycenter_no_inline_policies_configured,aws.identity_center.permission_set.no_inline_policies,high,"Both rules check for no inline policies on AWS Identity Center permission sets, covering the same technical control on the same resource.",identity_center,identity_access,"boto3.client(""identity_center"")",,,aws.iam.group.no_inline_policies(0.5); aws.identity_center.group.no_inline_policies(0.5); aws.iam.role.no_inline_policies(0.5); aws.iam.role.no_inline_policies(0.5); aws.iam.group.no_inline_policies(0.5),
aws.identitycenter.permissionset.identitycenter_trust_external_id_or_audience_required,identitycenter,permissionset,configuration_and_change_management,medium,identitycenter.permissionset.configuration,security.configuration.identitycenter_permissionset_identitycenter_trust_external_id_or_audience_required,aws.identity_center.permission_set.trust_requires_external_id_or_audience_condition_where_supported,high,Both rules enforce external ID or audience conditions for trust relationships in AWS Identity Center permission sets.,identity_center,identity_access,"boto3.client(""identity_center"")",,,aws.iam.role.trust_requires_external_id_or_audience_condition_where_supported(0.5); aws.identity_center.permission_set.trust_requires_external_id_or_audience_condition_where_supported(0.462); aws.route53.hosted_zone.zone_transfer_restricted_or_tsig_required(0.154); aws.cloudfront.distribution.signed_urls_or_headers_required_for_private_content(0.133); aws.quicksight.dashboard.sso_required(0.1),
aws.identitycenter.permissionset.identitycenter_trust_principals_allowlist_only_configured,identitycenter,permissionset,configuration_and_change_management,medium,identitycenter.permissionset.configuration,security.configuration.identitycenter_permissionset_identitycenter_trust_principals_allowlist_only_configured,aws.identity_center.permission_set.trust_principals_allowlist_only,high,Both rules check that AWS IAM Identity Center permission sets restrict trust principals to an allowlist only.,identity_center,identity_access,"boto3.client(""identity_center"")",,,aws.iam.role.trust_principals_allowlist_only(0.571); aws.identity_center.permission_set.trust_principals_allowlist_only(0.5); aws.vpc.endpoint_services_allowed_principals_trust_boundaries:aws.vpc.vpc_endpoint.route_tables_no_unintended_internet_paths(0.118); aws.redshift.subnet_group.private_subnets_only(0.111); aws.glue.crawler.network_private_only(0.111),
aws.identitycenter.permissionset.identitycenter_workload_identity_federation_used_if_supported,identitycenter,permissionset,configuration_and_change_management,medium,identitycenter.permissionset.configuration,security.configuration.identitycenter_permissionset_identitycenter_workload_identity_federation_used_if_supported,aws.identity_center.permission_set.workload_identity_federation_used_where_supported,high,Both rules check for workload identity federation usage on AWS IAM Identity Center permission sets with identical intent and service.,identity_center,identity_access,"boto3.client(""identity_center"")",,,aws.iam.role.workload_identity_federation_used_where_supported(0.5); aws.identity_center.permission_set.workload_identity_federation_used_where_supported(0.455); aws.eks.nodegroup.workload_identity_enabled(0.2); aws.eks.node_group.workload_identity_enabled(0.182); aws.organizations.account.sso_federation_configured_where_supported(0.182),
aws.identitycenter.permissionset.keys_not_used_or_rotated_90_days_or_less_configured,identitycenter,permissionset,configuration_and_change_management,medium,identitycenter.permissionset.configuration,security.configuration.identitycenter_permissionset_keys_not_used_or_rotated_90_days_or_less_configured,aws.identity_center.permission_set.keys_not_used_or_rotated_90_days_or_less,high,Candidate rule has identical technical control (keys not used or rotated within 90 days) on the same resource type (Identity Center permission set).,identity_center,identity_access,"boto3.client(""identity_center"")",,,aws.iam.role.keys_not_used_or_rotated_90_days_or_less(0.8); aws.identity_center.permission_set.keys_not_used_or_rotated_90_days_or_less(0.727); aws.iam.user.access_keys_rotated_90_days_or_less_when_present(0.462); aws.identity_center.user.access_keys_rotated_90_days_or_less_when_present(0.462); aws.cognito.user_pool.access_keys_rotated_90_days_or_less_when_present(0.429),
aws.identitycenter.permissionset.max_session_duration_configured,identitycenter,permissionset,configuration_and_change_management,medium,identitycenter.permissionset.configuration,security.configuration.identitycenter_permissionset_max_session_duration_configured,aws.identity_center.permission_set.max_session_duration_reasonable,high,Both rules check max session duration configuration for AWS Identity Center permission sets with identical service and resource focus.,identity_center,identity_access,"boto3.client(""identity_center"")",,,aws.iam.role.max_session_duration_reasonable(0.5); aws.identity_center.permission_set.max_session_duration_reasonable(0.429); aws.iam.role.session_duration_reasonable_where_applicable(0.25); aws.identity_center.permission_set.session_duration_reasonable_where_applicable(0.222); aws.ec2.key_pair.max_age_days(0.125),
aws.identitycenter.permissionset.no_user_managed_long_lived_keys_configured,identitycenter,permissionset,configuration_and_change_management,medium,identitycenter.permissionset.configuration,security.configuration.identitycenter_permissionset_no_user_managed_long_lived_keys_configured,aws.identity_center.permission_set.no_user_managed_long_lived_keys,high,"Both rules check for user-managed long-lived keys in AWS Identity Center permission sets, covering the same technical control on the same resource.",identity_center,identity_access,"boto3.client(""identity_center"")",,,aws.iam.role.no_user_managed_long_lived_keys(0.75); aws.identity_center.permission_set.no_user_managed_long_lived_keys(0.667); iam.no.root.access.key(0.222); aws.ec2.instance.user_data_no_secrets(0.2); aws.iam.user.no_inline_policies_attached(0.2),
aws.identitycenter.permissionset.scopes_or_roles_least_privilege,identitycenter,permissionset,identity_and_access_management,high,identitycenter.permissionset.access_control,identity_access.least_privilege.identitycenter_permissionset_scopes_or_roles_least_privilege,aws.identity_center.permission_set.scopes_or_roles_least_privilege,high,"Candidate rule matches the same service (Identity Center), resource type (permission set), and control (least privilege for scopes or roles) as the YAML rule.",identity_center,identity_access,"boto3.client(""identity_center"")",,,aws.iam.role.scopes_or_roles_least_privilege(0.833); aws.identity_center.permission_set.scopes_or_roles_least_privilege(0.625); aws.glue.connection.role_least_privilege(0.429); aws.glue.crawler.role_least_privilege(0.429); aws.glue.job.role_least_privilege(0.429),
aws.identitycenter.permissionset.session_duration_reasonable_if_applicable_configured,identitycenter,permissionset,configuration_and_change_management,medium,identitycenter.permissionset.configuration,security.configuration.identitycenter_permissionset_session_duration_reasonable_if_applicable_configured,aws.identity_center.permission_set.session_duration_reasonable_where_applicable,high,Both rules check for reasonable session duration configuration on AWS Identity Center permission sets with identical intent and resource scope.,identity_center,identity_access,"boto3.client(""identity_center"")",,,aws.iam.role.session_duration_reasonable_where_applicable(0.5); aws.identity_center.permission_set.session_duration_reasonable_where_applicable(0.444); aws.iam.role.max_session_duration_reasonable(0.375); aws.identity_center.permission_set.max_session_duration_reasonable(0.333); aws.api_gateway.authorizer.cache_ttl_reasonable(0.111),
aws.identitycenter.user.access_keys_rotated_90_days_or_less_when_present,identitycenter,user,configuration_and_change_management,medium,identitycenter.user.configuration,security.configuration.identitycenter_user_access_keys_rotated_90_days_or_less_when_present,aws.identity_center.user.access_keys_rotated_90_days_or_less_when_present,high,Candidate rule has identical technical control (access key rotation within 90 days) for the same resource type (Identity Center user) and service.,identity_center,identity_access,"boto3.client(""identity_center"")",,,aws.iam.user.access_keys_rotated_90_days_or_less_when_present(1.0); aws.identity_center.user.access_keys_rotated_90_days_or_less_when_present(1.0); aws.cognito.user_pool.access_keys_rotated_90_days_or_less_when_present(0.909); aws.iam.user.console_access_unused:aws.iam.user.access_keys_rotated_90_days_or_less_when_present(0.769); aws.iam.user.accesskey_unused:aws.iam.user.access_keys_rotated_90_days_or_less_when_present(0.769),
aws.identitycenter.user.console_password_present_only_if_required,identitycenter,user,identity_and_access_management,critical,identitycenter.user.access_control,identity_access.authentication.identitycenter_user_console_password_present_only_if_required,aws.identity_center.user.console_password_present_only_if_required,high,Candidate rule has identical technical control (console_password_present_only_if_required) on the same resource (identity_center.user) as the YAML rule.,identity_center,identity_access,"boto3.client(""identity_center"")",,,aws.iam.user.console_password_present_only_if_required(1.0); aws.identity_center.user.console_password_present_only_if_required(1.0); aws.cognito.user_pool.console_password_present_only_if_required(0.875); aws.iam.console_mfa_enabled:aws.iam.user.mfa_required(0.3); aws.iam.user.mfa_enabled_console_access:aws.iam.user.mfa_required(0.273),
aws.identitycenter.user.identitycenter_inactive_90_days_disabled,identitycenter,user,configuration_and_change_management,medium,identitycenter.user.configuration,security.configuration.identitycenter_user_identitycenter_inactive_90_days_disabled,aws.identity_center.user.inactive_90_days_disabled,high,"Candidate rule matches exactly on service (identity_center), resource type (user), and control (inactive 90 days disabled).",identity_center,identity_access,"boto3.client(""identity_center"")",,,aws.iam.user.inactive_90_days_disabled(0.833); aws.identity_center.user.inactive_90_days_disabled(0.833); aws.cognito.user_pool.inactive_90_days_disabled(0.714); aws.organizations.account.inactive_user_disable_threshold_configured(0.375); aws.organizations.organization.inactive_user_disable_threshold_configured(0.375),
aws.identitycenter.user.identitycenter_no_inline_policies_enabled,identitycenter,user,configuration_and_change_management,medium,identitycenter.user.configuration,security.configuration.identitycenter_user_identitycenter_no_inline_policies_enabled,aws.identity_center.user.no_inline_policies_attached,high,Both rules check for no inline policies on Identity Center users with identical technical control intent.,identity_center,identity_access,"boto3.client(""identity_center"")",,,aws.iam.user.no_inline_policies_attached(0.571); aws.identity_center.user.no_inline_policies_attached(0.571); aws.cognito.user_pool.no_inline_policies_attached(0.5); aws.cognito.user_pool_group.no_inline_policies(0.5); aws.iam.user.no_inline_policies:aws.iam.group.no_inline_policies(0.444),
aws.identitycenter.user.mfa_required,identitycenter,user,identity_and_access_management,critical,identitycenter.user.access_control,identity_access.authentication.identitycenter_user_mfa_required,aws.identity_center.user.mfa_required,high,"Exact match on service (identity_center), resource (user), and control (mfa_required).",identity_center,identity_access,"boto3.client(""identity_center"")",,,aws.iam.user.mfa_required(1.0); aws.identity_center.user.mfa_required(1.0); aws.cognito.user_pool.mfa_required(0.75); aws.quicksight.user.sso_required(0.5); aws.iam.console_mfa_enabled:aws.iam.user.mfa_required(0.5),
aws.identitystore.user.mfa_enrolled,identitystore,user,identity_and_access_management,medium,identitystore.user.mfa,iam.access_control.identitystore_user_mfa_enrolled,aws.identity_center.user.mfa_required,medium,"Both rules enforce MFA for users in AWS identity services, with the candidate covering Identity Center (successor to Identity Store) and the config rule targeting Identity Store.",identity_center,identity_access,"boto3.client(""identity_center"")",,,aws.iam.user.mfa_required(0.5); aws.identity_center.user.mfa_required(0.5); aws.cognito.user_pool.mfa_required(0.4); iam.user.mfa.enabled.console.access(0.333); aws.iam.console_mfa_enabled:aws.iam.user.mfa_required(0.286),
aws.inspector2.coverage.ecr_scanning_enabled,inspector2,coverage,configuration_and_change_management,medium,inspector2.coverage.scanning,configuration.inspector2_coverage_ecr_scanning_enabled,aws.ecr.repository.image_scanning_enabled,medium,"Both rules enforce ECR image scanning, but the config rule specifies Inspector2 coverage while the catalog rule is more general.",ecr,supply_chain,"boto3.client(""ecr"")",,,aws.ecr.repository_encryption_enabled:aws.ecr.repository.image_scanning_enabled(0.375); aws.ecr.repository.image_scanning_enabled(0.333); aws.ecr.image_scan_on_push_enabled:aws.ecr.repository.image_scanning_enabled(0.3); aws.ecr.repository_scan_on_push_enabled:aws.ecr.repository.image_scanning_enabled(0.3); aws.accessanalyzer.enabled(0.25),
aws.kinesisanalytics.application.network_private_only_configured,kinesisanalytics,application,network_security_and_connectivity,high,kinesisanalytics.application.network,network_security.network_access.kinesisanalytics_application_network_private_only_configured,aws.kinesis_analytics.application.network_private_only,high,"Exact match on service (kinesisanalytics/kinesis_analytics), resource type (application), and control intent (network_private_only).",kinesis_analytics,streaming,"boto3.client(""kinesis_analytics"")",,,aws.kinesis_analytics.application.network_private_only(1.0); aws.glue.crawler.network_private_only(0.6); aws.glue.job.network_private_only(0.6); aws.glue.crawler.network_private_only(0.6); aws.glue.job.network_private_only(0.6),
aws.kinesisanalytics.application.role_least_privilege,kinesisanalytics,application,identity_and_access_management,high,kinesisanalytics.application.access_control,identity_access.least_privilege.kinesisanalytics_application_role_least_privilege,aws.kinesis_analytics.application.role_least_privilege,high,"Exact match on service, resource type, and control intent for Kinesis Analytics application role least privilege.",kinesis_analytics,streaming,"boto3.client(""kinesis_analytics"")",,,aws.kinesis_analytics.application.role_least_privilege(1.0); aws.glue.connection.role_least_privilege(0.6); aws.glue.crawler.role_least_privilege(0.6); aws.glue.job.role_least_privilege(0.6); aws.sagemaker.pipeline.roles_least_privilege(0.6),
aws.kinesisanalytics.application.security_check_checkpoints_and_outputs_encrypted_configured,kinesisanalytics,application,data_protection_and_privacy,high,kinesisanalytics.application.encryption,data_protection.encryption_rest.kinesisanalytics_application_security_check_checkpoints_and_outputs_encrypted_configured,aws.kinesis_analytics.application.checkpoints_and_outputs_encrypted,high,"Both rules enforce encryption for checkpoints and outputs on Kinesis Analytics applications, covering the same technical control on the same resource.",kinesis_analytics,streaming,"boto3.client(""kinesis_analytics"")",,,aws.kinesis_analytics.application.checkpoints_and_outputs_encrypted(0.714); aws.sagemaker.endpoint.outputs_encrypted_and_private(0.333); aws.sagemaker.model.outputs_encrypted_and_private(0.333); aws.glue.data_quality_ruleset.outputs_encrypted_and_private(0.273); aws.glue.data_quality_ruleset.outputs_encrypted_and_private(0.273),
aws.kinesisfirehose.deliverystream.consumer_auth_required,kinesisfirehose,deliverystream,configuration_and_change_management,medium,kinesisfirehose.deliverystream.configuration,security.configuration.kinesisfirehose_deliverystream_consumer_auth_required,aws.kinesis_firehose.delivery_stream.consumer_auth_required,high,"Candidate rule matches the exact same service (Kinesis Firehose), resource type (delivery stream), and control (consumer authentication required).",kinesis_firehose,streaming,"boto3.client(""kinesis_firehose"")",,,aws.kinesis.consumer.auth_required(0.75); aws.dynamodb.stream.consumer_auth_required(0.6); aws.kinesis.stream.consumer_auth_required(0.6); aws.kinesis.stream.consumer_auth_required(0.6); aws.kinesis_firehose.delivery_stream.consumer_auth_required(0.5),
aws.kinesisfirehose.deliverystream.kinesisfirehose_destination_encrypted,kinesisfirehose,deliverystream,data_protection_and_privacy,high,kinesisfirehose.deliverystream.encryption,data_protection.encryption_rest.kinesisfirehose_deliverystream_kinesisfirehose_destination_encrypted,aws.kinesis_firehose.delivery_stream.destination_encrypted,high,"Candidate rule matches the same service (Kinesis Firehose), resource type (delivery stream), and encryption control for destinations as the YAML rule.",kinesis_firehose,streaming,"boto3.client(""kinesis_firehose"")",,,aws.guardduty.detector.destinations_encrypted(0.4); aws.security_hub.hub.destinations_encrypted(0.4); aws.redshift.event_subscription.destination_encrypted(0.333); aws.s3.bucket_notification.destination_encrypted(0.333); aws.redshift.event_subscription.destination_encrypted(0.333),
aws.kinesisfirehose.deliverystream.kinesisfirehose_destination_least_privilege,kinesisfirehose,deliverystream,identity_and_access_management,high,kinesisfirehose.deliverystream.access_control,identity_access.least_privilege.kinesisfirehose_deliverystream_kinesisfirehose_destination_least_privilege,aws.kinesis_firehose.delivery_stream.destination_least_privilege,high,"Candidate rule matches the same service (Kinesis Firehose), resource type (delivery stream), and control (destination least privilege).",kinesis_firehose,streaming,"boto3.client(""kinesis_firehose"")",,,aws.ecr.replication_configuration.destinations_least_privilege(0.5); aws.redshift.event_subscription.destination_least_privilege(0.429); aws.s3.bucket_notification.destination_least_privilege(0.429); aws.redshift.event_subscription.destination_least_privilege(0.429); aws.ses.email.destinations_access_least_privilege(0.429),
aws.kinesisfirehose.deliverystream.private_network_only_if_supported,kinesisfirehose,deliverystream,network_security_and_connectivity,high,kinesisfirehose.deliverystream.network,network_security.network_access.kinesisfirehose_deliverystream_private_network_only_if_supported,aws.kinesis_firehose.delivery_stream.private_network_only_where_supported,high,"Candidate rule matches the same service (Kinesis Firehose), resource type (delivery stream), and technical control (private network only where supported).",kinesis_firehose,streaming,"boto3.client(""kinesis_firehose"")",,,aws.sqs.queue.private_network_only_where_supported(0.5); aws.dynamodb.stream.private_network_only_where_supported(0.5); aws.kinesis.stream.private_network_only_where_supported(0.5); aws.dynamodb.table.private_network_only_where_supported(0.5); aws.timestream.table.private_network_only_where_supported(0.5),
aws.kinesisvideostreams.stream.encryption_at_rest_enabled,kinesisvideostreams,stream,data_protection_and_privacy,high,kinesisvideostreams.stream.encryption,data_protection.encryption_rest.kinesisvideostreams_stream_encryption_at_rest_enabled,aws.kinesis_video_streams.stream.encryption_at_rest_enabled,high,"Candidate rule matches exactly on service (kinesis_video_streams), resource type (stream), and control (encryption_at_rest_enabled).",kinesis_video_streams,streaming,"boto3.client(""kinesis_video_streams"")",,,aws.dynamodb.stream.encryption_at_rest_enabled(1.0); aws.kinesis.stream.encryption_at_rest_enabled(1.0); aws.kinesis.stream.encryption_at_rest_enabled(1.0); aws.kinesis_video_streams.stream.encryption_at_rest_enabled(1.0); aws.cloudwatch.log_stream.encryption_at_rest_enabled(0.833),
aws.kinesisvideostreams.stream.encryption_in_transit_required,kinesisvideostreams,stream,data_protection_and_privacy,high,kinesisvideostreams.stream.encryption,data_protection.encryption_rest.kinesisvideostreams_stream_encryption_in_transit_required,aws.kinesis_video_streams.stream.encryption_in_transit_required,high,"Candidate rule ID is identical in meaning and service to the YAML rule, differing only in underscore placement in service name.",kinesis_video_streams,streaming,"boto3.client(""kinesis_video_streams"")",,,aws.kinesis_video_streams.stream.encryption_in_transit_required(1.0); aws.s3.replication.encryption_in_transit_tls_required(0.571); aws.backup.backup_plan.encryption_in_transit_tls_required(0.5); aws.neptune.cluster.encryption_in_transit_enforced:aws.neptune.cluster.require_tls_in_transit(0.444); aws.s3.bucket.require_tls_in_transit(0.429),
aws.kinesisvideostreams.stream.retention_days_minimum_configured,kinesisvideostreams,stream,data_protection_and_privacy,low,kinesisvideostreams.stream.data_protection,data_protection.data_lifecycle.kinesisvideostreams_stream_retention_days_minimum_configured,aws.kinesis_video_streams.stream.retention_days_minimum_configured,high,Candidate rule has identical technical control (retention days minimum) on the same resource (Kinesis Video Streams stream) with matching service.,kinesis_video_streams,streaming,"boto3.client(""kinesis_video_streams"")",,,aws.kinesis_video_streams.stream.retention_days_minimum_configured(1.0); aws.cloudwatch.log_stream.retention_days_minimum(0.8); aws.s3.bucket.retention_days_minimum(0.6); aws.xray.trace.retention_days_minimum(0.6); aws.cloudtrail.trail.retention_days_minimum(0.6),
aws.kms.key.certificate_expiration_configured,kms,key,configuration_and_change_management,medium,kms.key.configuration,security.configuration.kms_key_certificate_expiration_configured,aws.kms.key.expiration_set:aws.kms.key.tls_min_1_2_enforced,low,"The candidate rule mentions 'expiration_set' which partially overlaps with the certificate expiration concept in the config rule, though it's unclear if it specifically addresses certificates.",kms,,"boto3.client(""kms"")",aws.kms.key.expiration_set,"canada_pbmm_moderate_multi_cloud_CCCS_SC-12_0135;canada_pbmm_moderate_multi_cloud_CCCS_SC-12_0135,cis_aws_aws_3.6_0048,cis_aws_aws_4.6_0025,fedramp_moderate_multi_cloud_SC-12_0346,gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001,gdpr_multi_cloud_Article_30_Records_of_processing_activities_0002,hipaa_multi_cloud_164_312_a_2_iv_0025,iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.24_0080,iso27001_2022_multi_cloud_A.8.5_0092,nist_800_53_rev5_multi_cloud_SA-9_6_1118,nist_800_53_rev5_multi_cloud_SC-12_1_1236,nist_800_53_rev5_multi_cloud_SC-12_2_1237,nist_800_53_rev5_multi_cloud_SC-12_3_1238,nist_800_53_rev5_multi_cloud_SC-12_3_1239,nist_800_53_rev5_multi_cloud_SC-12_3_1240,nist_800_53_rev5_multi_cloud_SC-12_4_1241,nist_800_53_rev5_multi_cloud_SC-12_5_1242,nist_800_53_rev5_multi_cloud_SC-12_6_1243,rbi_bank_multi_cloud_11.1_0004,rbi_bank_multi_cloud_3.3_0016,rbi_nbfc_multi_cloud_2.9_0013;fedramp_moderate_multi_cloud_SC-12_0346",aws.kms.key.key_rotation_enabled(0.2); aws.kms.key.logging_enabled(0.2); aws.kms.alias.key_has_alias(0.2); aws.kms.key.expiration_set:aws.kms.key.tls_min_1_2_enforced(0.2); aws.kms.key.key_policy_least_privilege(0.167),
aws.kms.key.customer_managed_keys_in_use,kms,key,configuration_and_change_management,medium,kms.key.configuration,security.configuration.kms_key_customer_managed_keys_in_use,aws.kms.key.at_rest_cmek_enabled,medium,"Both rules focus on ensuring customer-managed keys (CMKs) are used for encryption, though the candidate specifies 'at rest' while the config rule is more general about 'in use'.",kms,privacy,"boto3.client(""kms"")",,,aws.kms.key.in_transit_tls_min_1_2(0.2); aws.kms.key.key_rotation_enabled(0.143); aws.kms.key.logging_enabled(0.143); aws.kms.alias.key_has_alias(0.143); aws.kms.key.key_policy_least_privilege(0.125),
