check_name,category,matched_rule_ids,confidence,reasoning
ibm_openshift_kubelet_kubeAPIQPS_compliance_check,deep_review,,none,"The check name refers to a specific OpenShift kubelet kubeAPIQPS setting, but none of the candidates address Kubernetes API rate limiting or OpenShift kubelet configurations."
ibm_openshift_kubelet_make_iptables_util_chains_check,deep_review,,none,"The compliance check name refers to a specific OpenShift kubelet iptables configuration, but none of the provided IBM catalog candidates address container network security or iptables controls."
ibm_openshift_kubelet_read_only_port_disabled,deep_review,,none,"The compliance check about disabling the kubelet read-only port is a specific Kubernetes security control, but none of the provided IBM catalog candidates address Kubernetes node-level configuration or kubelet security settings."
ibm_openshift_kubelet_rotate_certificate_check,deep_review,,none,"The check name is about OpenShift kubelet certificate rotation, but all candidates are about general certificate expiration, renewal, or unrelated services, not kubelet-specific rotation."
ibm_openshift_kubelet_service_file_ownership_check,deep_review,,none,"The compliance check is about OpenShift kubelet service file ownership, but all candidates are about IAM, VPC, or certificate management with no relation to file permissions or container orchestration."
ibm_openshift_kubelet_tls_configuration_check,deep_review,,none,"The compliance check is about OpenShift kubelet TLS configuration, but none of the candidates address kubelet, TLS configuration, or OpenShift-specific controls."
ibm_openshift_kubeproxy_config_permission_check,deep_review,,none,"The check name is about Kubernetes kube-proxy configuration permissions, but none of the candidates address Kubernetes component file permissions or similar access controls."
ibm_openshift_logging_forwarding_retention_check,deep_review,ibm.object_storage.bucket.retention_policy_configured,medium,"Both controls focus on retention policies for stored data, though one is specifically for OpenShift logging forwarding retention while the other is for object storage bucket retention."
ibm_openshift_namespace_isolation_check,deep_review,ibm.iks.k8s_audit.namespace_change,medium,"Both the check name and the candidate rule focus on monitoring or controlling namespace activities in Kubernetes/OpenShift environments, though one is an isolation check and the other is an audit event for namespace changes."
ibm_openshift_network_policy_compliance_check,deep_review,,none,"The check name is specific to OpenShift network policy compliance, but none of the candidates address Kubernetes or OpenShift network security controls."
ibm_openshift_networkpolicy_check,deep_review,,none,"The check name is about OpenShift network policy, but none of the candidates relate to Kubernetes/OpenShift network security or network policies."
ibm_openshift_networkpolicy_cni_support_check,deep_review,,none,"The check name is about OpenShift network policy CNI support, but none of the candidates address network policies, CNI, or OpenShift networking controls."
ibm_openshift_node_kubelet_conf_ownership_check,deep_review,,none,"The compliance check name is about OpenShift node kubelet configuration file ownership, but none of the provided IBM catalog candidates relate to OpenShift, Kubernetes, node security, or file permissions."
ibm_openshift_node_streaming_connection_idle_timeout_check,deep_review,,none,"The check name is about OpenShift node streaming connection idle timeout, which is a specific Kubernetes/OpenShift network security control, and none of the provided candidates relate to container networking, connection timeouts, or OpenShift configu"
ibm_openshift_pki_certificate_permissions_check,deep_review,,none,"The compliance check is about OpenShift PKI certificate permissions, while all candidates focus on certificate expiration, renewal, or unrelated services like databases and DNS."
ibm_openshift_pki_keyfile_permissions_check,deep_review,,none,"The check name is about OpenShift PKI key file permissions, but none of the candidates address file permissions or OpenShift-specific security controls."
ibm_openshift_pod_seccomp_profile_check,deep_review,ibm.iks.k8s_audit.privileged_pod,low,"The check name focuses on pod seccomp profiles (a security context control), while the candidate is about privileged pods (a different security context setting), making them related but not the same control."
ibm_openshift_pod_security_context_audit,deep_review,,none,"The check name refers to auditing pod security context settings, but none of the candidates specifically address pod security context configuration or audit controls for it."
ibm_openshift_rbac_cluster_admin_check,deep_review,,none,"The check name is about OpenShift RBAC cluster admin permissions, but none of the candidates address RBAC, cluster admin roles, or user privilege controls in Kubernetes/OpenShift."
ibm_openshift_scc_capabilities_check,deep_review,,none,"The compliance check name 'ibm_openshift_scc_capabilities_check' specifically targets OpenShift Security Context Constraints (SCC) capabilities, but none of the provided IBM catalog candidates address this specific control or even OpenShift-related s"
ibm_openshift_scc_capabilities_minimized,deep_review,,none,"The check name is about OpenShift SCC capabilities minimization, but all candidates are generic IBM SCC audit alerts with no specific focus on container security or capability restrictions."
ibm_openshift_scc_enforce_non_root_containers,deep_review,,none,"The compliance check name is about enforcing non-root containers in OpenShift SCC, but none of the provided IBM catalog candidates address container security context or root user restrictions."
ibm_openshift_scc_host_ipc_restriction,deep_review,,none,"The check name is specific to OpenShift SCC host IPC restriction, but all candidates are generic IBM SCC audit alerts with no direct match to that control."
ibm_openshift_scc_host_network_disabled_check,deep_review,,none,"The compliance check name is specific to OpenShift SCC host network being disabled, but none of the candidates address this specific control; they are all generic audit or violation categories."
ibm_openshift_scc_host_pid_restriction_enabled,deep_review,,none,"The compliance check name is specific to OpenShift SCC host PID restriction, but all candidates are generic IBM SCC audit rules without any OpenShift or container-specific controls."
ibm_openshift_scc_net_raw_capability_check,deep_review,,none,"The check name is specific to OpenShift SCC net_raw capability, but all candidates are generic IBM SCC audit alerts with no direct match to container security capabilities."
ibm_openshift_scc_privilege_escalation_check,deep_review,ibm.scc.audit.compliance_violation,medium,"The check name refers to an OpenShift SCC privilege escalation compliance check, which would be reported as a compliance violation in IBM SCC, making this the closest match despite different wording."
ibm_openshift_scheduler_file_ownership_check,deep_review,,none,"The check name is about OpenShift scheduler file ownership, but none of the candidates relate to file permissions, ownership, or OpenShift-specific controls."
ibm_openshift_secrets_access_least_privilege,deep_review,ibm.secrets_manager.secret.access_group_based_access,high,"Both the compliance check and the catalog rule focus on implementing least privilege access controls for secrets, with the catalog rule specifically enforcing access group-based restrictions."
ibm_openshift_secrets_as_files_check,deep_review,,none,"The check name 'ibm_openshift_secrets_as_files_check' suggests a control about how secrets are mounted or accessed in OpenShift, but all candidates are about IBM Secrets Manager lifecycle or configuration, not OpenShift-specific secret handling."
ibm_openshift_service_account_usage_check,deep_review,,none,"The compliance check is about OpenShift service account usage, but all candidates are about IBM IAM or VPC controls, which are unrelated to Kubernetes service accounts in OpenShift."
ibm_openshift_tls_strong_ciphers_check,deep_review,ibm.databases.deployment.tls_12_minimum,medium,"Both controls focus on enforcing strong TLS security, though one specifies strong ciphers for OpenShift while the other mandates TLS 1.2+ for databases."
ibm_openshift_vlan_configuration_check,deep_review,,none,"The check name refers to OpenShift VLAN configuration, but none of the candidates address network or VLAN settings for OpenShift clusters."
ibm_openshift_vm_feature_gate_non_root_enabled,deep_review,,none,"The check name refers to enabling a non-root feature gate in OpenShift VM, which is a specific Kubernetes/OpenShift security control, and none of the provided candidates address container platform user privilege or feature gate configurations."
ibm_openshift_vm_mac_spoof_filtering_enabled,deep_review,,none,"The compliance check name is about OpenShift VM MAC spoofing filtering, but none of the candidates address network security, MAC spoofing, or OpenShift VM configurations."
ibm_openshift_vnc_access_restriction_check,deep_review,,none,"The compliance check name specifically addresses VNC access restriction in OpenShift, but none of the candidates relate to OpenShift, VNC access, or remote desktop/console access controls."
ibm_organizations_account_part_of_organizations,deep_review,,none,"The check name refers to an account being part of an organization, which is a structural governance concept, while all candidates focus on IAM security settings like MFA, session management, or API key restrictions."
ibm_organizations_tags_policies_enabled_and_attached,deep_review,,none,"The check name is about enabling and attaching tag policies in IBM organizations, but none of the candidates address tag governance or policy attachment."
ibm_postgresql_flexible_server_allow_access_services_disabled,deep_review,,none,"The check name is about PostgreSQL flexible server access controls, but all candidates are for IAM, containers, object storage, or VPC, not PostgreSQL database services."
ibm_postgresql_flexible_server_enforce_ssl_enabled,deep_review,,none,"None of the candidates address enforcing SSL for a PostgreSQL flexible server, which is a specific database service control."
ibm_postgresql_flexible_server_log_checkpoints_on,deep_review,,none,"The check name is about PostgreSQL flexible server logging checkpoints, but none of the candidates address PostgreSQL-specific logging or checkpoint settings."
ibm_postgresql_flexible_server_log_connections_on,deep_review,,none,"The check name is about enabling connection logging for PostgreSQL, but none of the candidates address database-level logging controls."
ibm_postgresql_flexible_server_log_disconnections_on,deep_review,,none,"The check name is about PostgreSQL disconnection logging, but none of the candidates address database-level logging controls for PostgreSQL or similar services."
ibm_postgresql_flexible_server_log_retention_days_greater_3,deep_review,,none,"The check name is about PostgreSQL flexible server log retention, but none of the candidates address database log retention or PostgreSQL specifically."
ibm_redshift_backup_enabled,deep_review,ibm.databases.backup.pitr_enabled,medium,"The check name is about enabling backups for Redshift, and the candidate rule focuses on enabling point-in-time recovery (PITR) for databases, which is a specific backup feature."
ibm_redshift_cluster_audit_logging,deep_review,,none,"The check name is for Redshift audit logging, but all candidates are for IBM Cloud services (containers, logging, SCC, VPC) with no Redshift-specific or equivalent database audit logging rule."
ibm_redshift_cluster_automated_snapshot,deep_review,ibm.block_storage.volume.snapshot_enabled,medium,"Both controls focus on enabling automated snapshots for data protection, though they apply to different IBM services (Redshift vs. block storage)."
ibm_redshift_cluster_enhanced_vpc_routing,deep_review,,none,"The compliance check is for AWS Redshift enhanced VPC routing, which is specific to AWS, while all IBM catalog candidates are for IBM Cloud services with no equivalent VPC routing control."
ibm_redshift_cluster_in_transit_encryption_enabled,deep_review,ibm.databases.deployment.encryption_at_rest_enabled,low,"The check name specifies in-transit encryption for Redshift, but the only related candidate is about encryption at rest for databases, which is a different security control."
ibm_redshift_cluster_multi_az_enabled,deep_review,,none,"The check name is about AWS Redshift multi-AZ availability, but all candidates are for IBM services like containers, IKS, or databases, with no matching multi-AZ or high availability control."
ibm_redshift_cluster_public_access,deep_review,ibm.object_storage.bucket.no_public_access,medium,"Both controls focus on preventing public access to cloud resources, even though one is for Redshift clusters and the other for object storage buckets."
ibm_route53_public_hosted_zones_monitoring_logging_enabled,deep_review,ibm.logging.activity.log_routing_changed,medium,"Both controls focus on ensuring logging and monitoring configurations are properly maintained, though one is specific to Route53 public hosted zones and the other to Activity Tracker log routing."
ibm_sagemaker_endpoint_config_prod_variant_instances,deep_review,,none,"The check name refers to SageMaker endpoint instance configuration, while all candidates are about private endpoints, audit changes, or configuration drift in unrelated services."
ibm_sagemaker_models_vpc_settings_configured,deep_review,,none,"The check name is about SageMaker models having VPC settings configured, but all candidates are generic IBM VPC rules unrelated to SageMaker or model deployment."
ibm_sagemaker_notebook_instance_encryption_enabled,deep_review,,none,"The check name is about SageMaker notebook instance encryption, but none of the candidates address SageMaker or notebook encryption specifically."
ibm_sagemaker_notebook_instance_vpc_settings_configured,deep_review,,none,"The compliance check is about SageMaker notebook VPC configuration, but all candidates are generic VPC instance or volume controls unrelated to SageMaker-specific VPC settings."
ibm_sagemaker_notebook_instance_without_direct_internet_access_configured,deep_review,,none,"None of the candidates address SageMaker notebook instance internet access configuration, which is the specific control in the check name."
ibm_sagemaker_training_jobs_intercontainer_encryption_enabled,deep_review,,none,"The compliance check is about intercontainer encryption for SageMaker training jobs, which is a specific network encryption control, while all candidates focus on encryption at rest for storage or BYOK, which are fundamentally different security conc"
ibm_sagemaker_training_jobs_volume_and_output_encryption_enabled,deep_review,,none,"The check name specifically targets SageMaker training job volume and output encryption, but all candidates are generic storage or compute encryption rules unrelated to SageMaker's AI/ML service context."
ibm_sagemaker_training_jobs_vpc_settings_configured,deep_review,,none,"The compliance check is about SageMaker training jobs having VPC settings configured, but all candidates are generic IBM VPC rules unrelated to SageMaker or AI/ML services."
ibm_scc_recorder_all_regions_enabled,deep_review,,none,"The check name 'ibm_scc_recorder_all_regions_enabled' refers to enabling IBM SCC activity tracking across all regions, but none of the candidates address this specific configuration control."
ibm_schematics_managed_compliant_patching,deep_review,ibm.schematics.workspace.compliance_check_enabled,medium,"Both focus on compliance checks in IBM Schematics, though the check name specifies 'managed compliant patching' while the candidate is a general compliance check feature."
ibm_security_advisor_centrally_managed,deep_review,,none,"The compliance check name 'ibm_security_advisor_centrally_managed' refers to centralized management of security monitoring, while all candidates focus on specific resource configurations like security groups, certificates, or backups."
ibm_security_advisor_enabled,deep_review,,none,"The check name 'ibm_security_advisor_enabled' is about enabling IBM Security Advisor, a monitoring and alerting service, while all candidates are specific network security, certificate, logging, or backup controls with no direct match."
ibm_security_advisor_is_enabled,deep_review,,none,"The compliance check is about enabling IBM Security Advisor, but all candidates are unrelated controls like VPC security groups, certificates, logging, or backups."
ibm_security_advisor_no_high_severity_findings,deep_review,ibm.scc.audit.high_finding,high,Both the compliance check and the catalog rule directly address the detection and investigation of high-severity security findings.
ibm_security_advisor_security_center_enabled,deep_review,,none,"The compliance check is about enabling IBM Security Advisor or Security Center, which is unrelated to any of the listed VPC, certificate, container, or database security controls."
ibm_security_advisor_vulnerability_assessment_enabled,deep_review,,none,"The compliance check is about enabling vulnerability assessment in Security Advisor, but all candidates are unrelated controls like security groups, certificates, logging, or backups."
ibm_securityhub_enabled,deep_review,ibm.schematics.workspace.compliance_check_enabled,medium,"Both controls relate to enabling a security or compliance monitoring feature within IBM Cloud, though 'ibm_securityhub_enabled' specifically targets IBM Security Hub while the candidate refers to Schematics workspace compliance checks."
ibm_servicecatalog_portfolio_shared_within_organization_only,deep_review,,none,"None of the candidates address Service Catalog portfolio sharing restrictions, which is a specific access control concept not covered by the listed rules."
ibm_shield_advanced_protection_in_internet_facing_load_balancers,deep_review,ibm.vpc.load_balancer.private_load_balancer,medium,"The check name focuses on advanced protection for internet-facing load balancers, which aligns with restricting load balancers to private access as a security measure, though it's not a direct match on 'advanced protection' specifics."
ibm_sns_topics_key_protect_encryption_at_rest_enabled,deep_review,ibm.databases.deployment.encryption_at_rest_enabled;ibm.block_storage.volume.encryption_at_rest_enabled;ibm.event_streams.instance.encryption_at_rest_enabled;ibm.object_storage.bucket.encryption_at_rest_enabled,medium,"The check name focuses on encryption at rest using Key Protect for SNS topics, while the top candidates enforce encryption at rest for different IBM services, representing the same core security concept across different resource types."
ibm_sns_topics_kms_encryption_at_rest_enabled,deep_review,ibm.event_streams.instance.encryption_at_rest_enabled,medium,"Both controls enforce encryption at rest for messaging services, though SNS and Event Streams are different IBM messaging products."
ibm_sns_topics_not_publicly_accessible,deep_review,,none,"The check name is about IBM SNS topics not being publicly accessible, but none of the provided candidates address SNS topics or similar pub/sub messaging services."
ibm_sql_query_workgroup_encryption,deep_review,ibm.databases.deployment.encryption_at_rest_enabled,medium,"Both address encryption for data at rest in database contexts, though the check name specifies SQL query workgroup encryption while the candidate is a general database deployment encryption rule."
ibm_sqlserver_auditing_retention_90_days,deep_review,,none,"The check name is about SQL Server audit log retention for 90 days, but none of the candidates address SQL Server auditing or a 90-day retention requirement."
ibm_sqlserver_microsoft_defender_enabled,deep_review,,none,"None of the candidates relate to enabling Microsoft Defender for SQL Server, which is a specific threat detection or security monitoring control."
ibm_sqlserver_recommended_minimal_tls_version,deep_review,ibm.databases.deployment.tls_12_minimum,high,"Both controls enforce minimum TLS version requirements for database services, with the check name specifically for SQL Server and the catalog rule covering database deployments generally."
ibm_sqlserver_tde_encrypted_with_cmk,deep_review,,none,"The check name specifically requires SQL Server TDE encryption with a customer-managed key, but none of the candidates address TDE or CMK encryption for SQL databases."
ibm_sqs_queues_not_publicly_accessible,deep_review,,none,"None of the candidates address SQS queue public accessibility, which is a specific AWS service control not covered by the listed IBM catalog rules."
ibm_sqs_queues_server_side_encryption_enabled,deep_review,ibm.object_storage.bucket.encryption_at_rest_enabled,medium,"Both controls enforce server-side encryption at rest for IBM cloud storage services, though one is for SQS queues and the other for object storage buckets."
ibm_ssm_document_secrets,deep_review,ibm.secrets_manager.secret.not_expired,medium,"Both the compliance check and the candidate focus on ensuring secrets are not expired, though the check name suggests a broader scope for SSM documents."
ibm_ssm_documents_set_as_public,deep_review,ibm.object_storage.bucket.no_public_access,medium,"Both controls address preventing public access to cloud resources, though one specifically mentions SSM documents while the other targets object storage buckets."
ibm_ssm_managed_compliant_patching,deep_review,,none,"The compliance check name 'ibm_ssm_managed_compliant_patching' refers to managed and compliant patching, but none of the provided candidates address patching, updates, or system maintenance."
ibm_storage_ensure_ibm_services_are_trusted_to_access_is_enabled,deep_review,,none,"The compliance check is about enabling trusted IBM services to access storage, but none of the candidates address service-to-service trust or authorized service access controls."
ibm_storage_ensure_private_endpoints_in_storage_accounts,deep_review,ibm.databases.deployment.private_endpoint_only;ibm.event_streams.instance.private_endpoint_only,medium,"The check name focuses on private endpoints for storage accounts, which aligns with the concept of enforcing private endpoints for specific IBM services like databases and event streams, though not an exact match for storage."
ibm_storage_ensure_soft_delete_is_enabled,deep_review,,none,"None of the candidates address storage soft delete functionality, which is about recoverable deletion of storage resources, while all listed rules focus on snapshots, versioning, logging, encryption, or access controls."
ibm_storage_secure_transfer_required_is_enabled,deep_review,ibm.object_storage.bucket.ssl_enforced,high,"Both controls enforce secure data transfer requirements for IBM Cloud storage services, with 'secure_transfer_required' and 'ssl_enforced' being functionally equivalent security controls."
ibm_transfer_server_in_transit_encryption_enabled,deep_review,,none,"The check name refers to in-transit encryption for a transfer server, while all candidates focus on encryption at rest, BYOK, or unrelated controls."
ibm_vm_ensure_attached_disks_encrypted_with_cmk,deep_review,ibm.vpc.instance.boot_volume_encrypted,medium,"Both address encryption of VM storage, but the check name specifies attached disks with customer-managed keys, while the candidate focuses on boot volume encryption without explicit CMK requirement."
ibm_vm_ensure_unattached_disks_encrypted_with_cmk,deep_review,ibm.vpc.volume.not_unattached,medium,"Both address unattached disks, but the check name specifies encryption with a customer-managed key while the candidate only ensures disks are not unattached."
ibm_vm_ensure_using_managed_disks,deep_review,,none,"The compliance check name is about ensuring virtual machines use managed disks, but none of the provided IBM catalog candidates relate to virtual machine disk management or storage."
ibm_vm_trusted_launch_enabled,deep_review,,none,"The compliance check is about VM trusted launch (security feature for virtual machines), while all candidates are about IAM trusted profiles, certificates, logging, backups, or DNS, which are unrelated security domains."
ibm_vpc_different_regions,deep_review,,none,"The check name 'ibm_vpc_different_regions' suggests a control about deploying resources across multiple geographic regions for resilience, but none of the candidates address regional distribution or cross-region configurations."
ibm_vpc_endpoint_connections_trust_boundaries,deep_review,ibm.containers.cluster.private_endpoint_enabled;ibm.databases.deployment.private_endpoint_only,medium,"The check name focuses on VPC endpoint connections and trust boundaries, which aligns with the concept of enforcing private endpoints (a key trust boundary control) in services like containers and databases."
ibm_vpc_endpoint_for_vsi_enabled,deep_review,,none,"The check name is about enabling VPC endpoints for VSI, but all candidates are activity monitoring rules, not compliance controls for endpoint configuration."
ibm_vpc_endpoint_multi_az_enabled,deep_review,,none,"The check name is about VPC endpoint multi-AZ availability, but none of the candidates address endpoint redundancy or multi-zone deployment."
ibm_vpc_endpoint_services_allowed_principals_trust_boundaries,deep_review,,none,"The compliance check name focuses on VPC endpoint services allowed principals and trust boundaries, but none of the candidates address endpoint service access controls or trust boundary management."
ibm_vpc_instance_managed_by_ssm,deep_review,,none,"The check name refers to VPC instances being managed by SSM (Systems Manager), but none of the candidates address instance management, patching, or agent-based control."
ibm_vpc_instance_older_than_specific_days,deep_review,,none,"The compliance check is about instance age, but none of the candidates address instance lifecycle or age-related controls."
ibm_vpc_instance_profile_attached,deep_review,,none,"None of the candidates address instance profile attachment, which is about IAM roles for VPC instances, while all listed rules focus on encryption, network security, or logging."
ibm_vpc_network_acl_unused,deep_review,,none,"The check name 'ibm_vpc_network_acl_unused' suggests identifying unused network ACLs, but none of the candidates address that specific control; they focus on modifications, defaults, or other unrelated aspects."
ibm_vpc_networkacl_allow_ingress_any_port,deep_review,,none,"The compliance check is about network ACLs allowing ingress on any port, but none of the candidates address network ACL ingress rules."
ibm_vpc_networkacl_allow_ingress_tcp_port_22,deep_review,,none,"The compliance check is about restricting SSH (TCP port 22) ingress via network ACLs, but none of the candidates address network ACL rules or port-level ingress controls."
ibm_vpc_networkacl_allow_ingress_tcp_port_3389,deep_review,,none,"The compliance check is about restricting inbound TCP port 3389 (RDP) on a network ACL, but none of the candidates address network ACL ingress rules or port-level access controls."
ibm_vpc_peering_routing_tables_with_least_privilege,deep_review,,none,"The compliance check name focuses on VPC peering routing tables with least privilege, but none of the candidates address VPC peering, routing tables, or least-privilege access controls."
ibm_vpc_securitygroup_allow_ingress_from_internet_to_all_ports,deep_review,,none,"The check name targets security groups allowing unrestricted internet ingress, but none of the candidates address security group or network ACL ingress rules."
ibm_vpc_securitygroup_allow_ingress_from_internet_to_tcp_port_22,deep_review,,none,None of the candidates address the specific control of restricting ingress from the internet to TCP port 22 on security groups.
ibm_vpc_subnet_different_az,deep_review,,none,"The check name 'ibm_vpc_subnet_different_az' implies distributing subnets across availability zones for high availability, but none of the candidates address subnet placement or availability zone distribution."
ibm_vpc_vpn_connection_tunnels_up,deep_review,,none,"The check name 'ibm_vpc_vpn_connection_tunnels_up' focuses on VPN tunnel operational status, while all candidates address unrelated controls like encryption, logging, or policy settings."
ibm_vsi_ami_public,deep_review,ibm.vpc.instance.no_public_ip_address,medium,"Both the check name and the candidate rule focus on preventing public exposure of virtual server instances, though they may use different technical terms (AMI vs. VPC instance)."
ibm_vsi_backup_enabled,deep_review,,none,"The check name 'ibm_vsi_backup_enabled' refers to enabling backups for virtual server instances, but none of the candidates address backup enablement for VSI specifically."
ibm_vsi_client_vpn_endpoint_connection_logging_enabled,deep_review,ibm.vpc.load_balancer.logging_enabled,medium,"Both controls focus on enabling logging for network endpoints, though one is for VPN endpoints and the other for load balancers."
ibm_vsi_elastic_ip_shodan,deep_review,ibm.vpc.activity.floating_ip_change,high,"The check name 'ibm_vsi_elastic_ip_shodan' refers to monitoring public IPs (elastic/floating IPs) for exposure, which directly matches the candidate rule's focus on floating IP assignment and its security implications."
ibm_vsi_elastic_ip_unassigned,deep_review,ibm.vpc.activity.floating_ip_change,high,"The check name 'ibm_vsi_elastic_ip_unassigned' directly concerns floating IP assignment status, which matches the candidate rule's focus on floating IP address assignment and exposure."
ibm_vsi_instance_account_imdsv2_enabled,deep_review,ibm.vpc.instance.secure_boot_enabled,low,"Both controls relate to instance-level security features, but IMDSv2 and secure boot are distinct mechanisms with different purposes."
ibm_vsi_instance_detailed_monitoring_enabled,deep_review,,none,"The check name is about detailed monitoring for VSI instances, but none of the candidates address monitoring or logging controls."
ibm_vsi_instance_imdsv2_enabled,deep_review,,none,"The compliance check is about IMDSv2 being enabled for VSI instances, but none of the candidates address IMDSv2 or metadata service security."
ibm_vsi_instance_internet_facing_with_instance_profile,deep_review,,none,"The check name focuses on internet-facing VSI instances with instance profiles, but none of the candidates address this specific combination of public accessibility and IAM profile usage."
ibm_vsi_instance_managed_by_ssm,deep_review,,none,"The check name 'ibm_vsi_instance_managed_by_ssm' implies a control for managing VSI instances with a service like SSM (Systems Manager), but none of the candidates address instance management or configuration management controls."
ibm_vsi_instance_older_than_specific_days,deep_review,,none,"The compliance check is about identifying VSI instances older than a specific age, but none of the candidates address instance age or lifecycle duration."
ibm_vsi_instance_paravirtual_type,deep_review,,none,"The check name 'ibm_vsi_instance_paravirtual_type' suggests a control related to virtual server instance virtualization type, but none of the candidates address this specific configuration or paravirtualization concept."
ibm_vsi_instance_port_cassandra_exposed_to_internet,deep_review,,none,"The check name is about a Cassandra port exposed to the internet on a VSI, but none of the candidates address network exposure or port security controls."
ibm_vsi_instance_port_cifs_exposed_to_internet,deep_review,,none,"The check name is about CIFS port exposure on a VSI, but none of the candidates address network security groups, firewall rules, or port-level access controls."
ibm_vsi_instance_port_elasticsearch_kibana_exposed_to_internet,deep_review,,none,"The check name is about an exposed Elasticsearch/Kibana port on a VSI, but none of the candidates address network exposure or port security controls."
ibm_vsi_instance_port_ftp_exposed_to_internet,deep_review,,none,"The compliance check is about FTP ports exposed to the internet on VSI instances, but none of the candidates address network security groups, firewall rules, or port exposure controls."
ibm_vsi_instance_port_kafka_exposed_to_internet,deep_review,,none,"The check name is about a VSI instance exposing a Kafka port to the internet, but none of the candidates address network exposure or port security controls."
ibm_vsi_instance_port_kerberos_exposed_to_internet,deep_review,,none,"The check name is about a VSI instance having a Kerberos port exposed to the internet, but none of the candidates address network exposure or port security controls."
ibm_vsi_instance_port_ldap_exposed_to_internet,deep_review,,none,"The check name is about an exposed LDAP port on a VSI, but none of the candidates address network exposure or port security controls."
ibm_vsi_instance_port_memcached_exposed_to_internet,deep_review,,none,"The check name is about a specific network exposure (Memcached port exposed to internet), but none of the candidates address network security or port exposure controls."
ibm_vsi_instance_port_mongodb_exposed_to_internet,deep_review,,none,"The compliance check is about MongoDB ports exposed to the internet on VSI instances, but none of the candidates address network exposure or port security controls."
ibm_vsi_instance_port_mysql_exposed_to_internet,deep_review,,none,"The compliance check is about a MySQL port exposed to the internet on a VSI, but none of the candidates address network exposure or port security controls."
ibm_vsi_instance_port_oracle_exposed_to_internet,deep_review,,none,"The check name is about an exposed Oracle port on a VSI, but none of the candidates address network exposure or port security controls."
ibm_vsi_instance_port_postgresql_exposed_to_internet,deep_review,,none,"The check name is about a PostgreSQL port exposed to the internet on a VSI, but none of the candidates address network exposure or port security controls."
ibm_vsi_instance_port_rdp_exposed_to_internet,deep_review,,none,"The compliance check is about an exposed RDP port, but all candidates are unrelated activity monitoring or different security controls."
ibm_vsi_instance_port_redis_exposed_to_internet,deep_review,,none,"The compliance check is about Redis port exposure on VSI instances, but none of the candidates address network security or port exposure controls."
ibm_vsi_instance_port_sqlserver_exposed_to_internet,deep_review,,none,"The check name is about SQL Server port exposure on a VSI, but none of the candidates address network security groups, firewall rules, or public internet exposure for SQL Server."
ibm_vsi_instance_port_ssh_exposed_to_internet,deep_review,,none,"The compliance check is about SSH port exposure to the internet, but none of the candidates address network security groups, firewall rules, or public access controls for VSI instances."
ibm_vsi_instance_port_telnet_exposed_to_internet,deep_review,,none,"The compliance check is about telnet ports exposed to the internet on VSI instances, but none of the candidates address network security groups, firewall rules, or port exposure controls."
ibm_vsi_instance_profile_attached,deep_review,,none,"The check name 'ibm_vsi_instance_profile_attached' suggests a control related to ensuring a virtual server instance has a profile attached, but none of the candidates address instance profile attachment or configuration."
ibm_vsi_instance_secrets_user_data,deep_review,ibm.vpc.instance.secure_boot_enabled,medium,"Both the check name and the candidate relate to securing virtual server instances, with the check focusing on secrets in user data and the candidate on secure boot, which are complementary security controls for instance integrity."
ibm_vsi_instance_ssh_key_authentication,deep_review,,none,"The compliance check is about SSH key authentication for VSI instances, but none of the candidates address SSH key usage or authentication controls."
ibm_vsi_instance_uses_single_eni,deep_review,,none,"The compliance check is about VSI network interface configuration, but all candidates are about instance lifecycle events, security features, or unrelated services."
ibm_vsi_launch_template_imdsv2_required,deep_review,,none,"The compliance check name is about requiring IMDSv2 for VSI launch templates, but none of the provided catalog candidates address IMDS configuration or metadata service security."
ibm_vsi_launch_template_no_secrets,deep_review,,none,"The check name 'ibm_vsi_launch_template_no_secrets' suggests a control preventing secrets in VSI launch templates, but none of the candidates address launch templates or secret exposure in VSI configurations."
ibm_vsi_networkacl_allow_ingress_any_port,deep_review,,none,"The compliance check is about network ACLs allowing ingress on any port, but all candidates are about virtual server actions, bare metal changes, or unrelated services, with no match for network security controls."
ibm_vsi_networkacl_allow_ingress_tcp_port_22,deep_review,,none,"The compliance check is about network ACLs allowing SSH (port 22) ingress, but all candidates are about instance lifecycle actions, certificates, logging, or database backups, with no network security controls."
ibm_vsi_networkacl_allow_ingress_tcp_port_3389,deep_review,,none,"The check name is about network ACLs allowing TCP port 3389 (RDP), but all candidates are about virtual server actions, bare metal changes, or unrelated services, with no match for network security controls."
ibm_vsi_networkacl_unused,deep_review,,none,"The check name 'ibm_vsi_networkacl_unused' suggests a control for identifying unused network ACLs, but none of the provided candidates address network ACLs or similar network security controls."
ibm_vsi_patch_compliance,deep_review,ibm.scc.audit.compliance_violation,medium,"The check name 'ibm_vsi_patch_compliance' is a specific compliance control for patching, which aligns with the broader category of compliance profile violations monitored by IBM SCC."
ibm_vsi_securitygroup_allow_ingress_from_internet_to_all_ports,deep_review,,none,"The compliance check is about security group ingress rules, but all candidates are about activity monitoring or unrelated services."
ibm_vsi_securitygroup_allow_ingress_from_internet_to_any_port,deep_review,,none,"The compliance check is about security groups allowing unrestricted internet ingress, but all candidates are unrelated activity monitoring or other security controls."
