id,unique_id,source,title,description,rationale,audit,remediation,profile_applicability,impact,references,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp
1.1.11,k8s_1_1_1_11,CIS KUBERNETES BENCHMARK V1.9.0 PDF,Ensure that the etcd data directory permissions are set to 700 or more restrictive,Ensure that the etcd data directory has permissions of 700 or more restrictive.,etcd is a highly-available key-value store used by Kubernetes deployments for persistent storage of all of its REST API objects. This data directory should be protected from any unauthorized reads or writes. It should not be readable or writable by any group members or the world. Impact: None,"On the etcd server node, get the etcd data directory, passed as an argument --data- dir, from the below command: ps -ef | grep etcd Run the below command (based on the etcd data directory found above). For example, stat -c %a /var/lib/etcd Verify that the permissions are 700 or more restrictive.","On the etcd server node, get the etcd data directory, passed as an argument --data- dir, from the below command: ps -ef | grep etcd Run the below command (based on the etcd data directory found above). For example, chmod 700 /var/lib/etcd Default Value: By default, etcd data directory has permissions of 755. References: 1. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#data-dir 2. https://kubernetes.io/docs/admin/etcd/",•  Level 1 - Master Node,None,1. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#data-dir 2. https://kubernetes.io/docs/admin/etcd/,Manual,HIGH,,"Both AI opinions unanimously agree that this control requires a manual approach due to the necessity of accessing the underlying node's filesystem to check the permissions of the etcd data directory. The permissions are not exposed through Kubernetes APIs or CLI commands, making automation infeasible.",,"1. On each etcd server node, determine the etcd data directory path: - Run: `ps -ef | grep etcd` - Identify the value passed to the `--data-dir` argument (commonly `/var/lib/etcd`). 2. Check the permissions of the etcd data directory: - Run: `stat -c %a <etcd_data_directory_path>` - Example: `stat -c %a /var/lib/etcd` 3. Verify that the permissions are set to `700` or more restrictive (e.g., `700`, `600`, etc.). 4. If the permissions are more permissive than `700` (e.g., `755`), this is non-compliant. 5. Remediate by running: `chmod 700 <etcd_data_directory_path>` if necessary. 6. Confirm compliance by re-running the `stat` command and ensuring the output is `700` or more restrictive.",Yes,2025-10-30T02:52:27.816794
1.1.12,k8s_1_1_1_12,CIS KUBERNETES BENCHMARK V1.9.0 PDF,Ensure that the etcd data directory ownership is set to etcd:etcd,Ensure that the etcd data directory ownership is set to etcd:etcd.,etcd is a highly-available key-value store used by Kubernetes deployments for persistent storage of all of its REST API objects. This data directory should be protected from any unauthorized reads or writes. It should be owned by etcd:etcd. Impact: None,"On the etcd server node, get the etcd data directory, passed as an argument --data- dir, from the below command: ps -ef | grep etcd Run the below command (based on the etcd data directory found above). For example, stat -c %U:%G /var/lib/etcd Verify that the ownership is set to etcd:etcd.","On the etcd server node, get the etcd data directory, passed as an argument --data- dir, from the below command: ps -ef | grep etcd Run the below command (based on the etcd data directory found above). For example, chown etcd:etcd /var/lib/etcd Default Value: By default, etcd data directory ownership is set to etcd:etcd. References: 1. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#data-dir 2. https://kubernetes.io/docs/admin/etcd/",•  Level 1 - Master Node,None,1. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#data-dir 2. https://kubernetes.io/docs/admin/etcd/,Manual,HIGH,,"Both AI opinions unanimously agree that the audit approach must be manual due to the necessity of accessing host-level file system ownership, which is not possible through Kubernetes APIs or kubectl. The steps outlined for manual verification are clear and necessary for ensuring compliance with the control.",,"1. **Identify the etcd data directory:** - On the etcd server node, determine the data directory used by etcd. This can typically be found by inspecting the etcd process arguments: - Run: `ps -ef | grep etcd` - Look for the `--data-dir` argument (e.g., `/var/lib/etcd`). 2. **Check the ownership of the data directory:** - Run the following command, replacing `/var/lib/etcd` with the actual data directory path if different: - `stat -c %U:%G /var/lib/etcd` - This will output the owner and group of the directory. 3. **Validate the ownership:** - Confirm that the output is `etcd:etcd`. - If the owner or group is not `etcd`, this is a finding. 4. **Confirm compliance:** - The directory is compliant if and only if both the owner and group are `etcd`.",Yes,2025-10-30T02:49:05.421692
1.1.13,k8s_1_1_1_13,CIS KUBERNETES BENCHMARK V1.9.0 PDF,Ensure that the default administrative credential file permissions are set to 600,"Ensure that the admin.conf file (and super-admin.conf file, where it exists) have permissions of 600.","As part of initial cluster setup, default kubeconfig files are created to be used by the administrator of the cluster. These files contain private keys and certificates which allow for privileged access to the cluster. You should restrict their file permissions to maintain the integrity and confidentiality of the file(s). The file(s) should be readable and writable by only the administrators on the system. Impact: None.","Run the following command (based on the file location on your system) on the Control Plane node. For example, stat -c %a /etc/kubernetes/admin.conf On Kubernetes version 1.29 and higher run the following command as well :- stat -c %a /etc/kubernetes/super-admin.conf Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod 600 /etc/kubernetes/admin.conf On Kubernetes 1.29+ the super-admin.conf file should also be modified, if present. For example, chmod 600 /etc/kubernetes/super-admin.conf Default Value: By default, admin.conf and super-admin.conf have permissions of 600. References: 1. https://kubernetes.io/docs/setup/independent/create-cluster-kubeadm/ 2. https://raesene.github.io/blog/2024/01/06/when-is-admin-not-admin/",•  Level 1 - Master Node,None.,1. https://kubernetes.io/docs/setup/independent/create-cluster-kubeadm/ 2. https://raesene.github.io/blog/2024/01/06/when-is-admin-not-admin/,Manual,HIGH,,"Both AI opinions unanimously agree that this control requires a manual approach due to the need for direct OS-level access to check file permissions, which cannot be performed through Kubernetes APIs or kubectl commands. The permissions of the admin.conf and super-admin.conf files are not exposed via Kubernetes-native resources, necessitating SSH access to the control plane nodes for verification.",,"1. Log in to each Kubernetes control plane node using SSH or equivalent secure remote access. 2. Run the following command to check the permissions of the admin.conf file: ``` stat -c %a /etc/kubernetes/admin.conf ``` 3. (For Kubernetes version 1.29 and higher) Run the following command to check the permissions of the super-admin.conf file, if it exists: ``` stat -c %a /etc/kubernetes/super-admin.conf ``` 4. Verify that the output for each file is exactly `600` (read and write for owner only) or more restrictive (e.g., `400`). 5. If any file has permissions more permissive than `600` (e.g., `644`, `660`, `666`), this is non-compliant and must be remediated by running: ``` chmod 600 /etc/kubernetes/admin.conf ``` (and similarly for super-admin.conf if applicable). 6. Document the results for each control plane node.",Yes,2025-10-30T03:33:15.770153
1.1.14,k8s_1_1_1_14,CIS KUBERNETES BENCHMARK V1.9.0 PDF,Ensure that the default administrative credential file ownership is set to root:root,"Ensure that the admin.conf (and super-admin.conf file, where it exists) file ownership is set to root:root.","As part of initial cluster setup, default kubeconfig files are created to be used by the administrator of the cluster. These files contain private keys and certificates which allow for privileged access to the cluster. You should set their file ownership to maintain the integrity and confidentiality of the file. The file(s) should be owned by root:root. Impact: None.","Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %U:%G /etc/kubernetes/admin.conf On Kubernetes version 1.29 and higher run the following command as well :- stat -c %a /etc/kubernetes/super-admin.conf Verify that the ownership is set to root:root.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown root:root /etc/kubernetes/admin.conf On Kubernetes 1.29+ the super-admin.conf file should also be modified, if present. For example, chown root:root /etc/kubernetes/super-admin.conf Default Value: By default, admin.conf and super-admin.conf file ownership is set to root:root. References: 1. https://kubernetes.io/docs/admin/kubeadm/ 2. https://raesene.github.io/blog/2024/01/06/when-is-admin-not-admin/",•  Level 1 - Master Node,None.,1. https://kubernetes.io/docs/admin/kubeadm/ 2. https://raesene.github.io/blog/2024/01/06/when-is-admin-not-admin/,Manual,HIGH,,"The control requires verification of file ownership, which is an OS-level property not accessible through Kubernetes APIs or kubectl commands. Both AI opinions agree that this audit step necessitates direct access to the control plane node's filesystem, confirming that a manual approach is the only feasible option.",,"1. SSH into each Kubernetes control plane node. 2. Run the following command to check the ownership of the admin.conf file: ``` stat -c %U:%G /etc/kubernetes/admin.conf ``` - If running Kubernetes version 1.29 or higher, also check the super-admin.conf file (if present): ``` stat -c %U:%G /etc/kubernetes/super-admin.conf ``` 3. Verify that the output for each file is exactly: ``` root:root ``` 4. If the ownership is not root:root, remediate by running: ``` chown root:root /etc/kubernetes/admin.conf ``` and, if applicable: ``` chown root:root /etc/kubernetes/super-admin.conf ``` 5. Confirm compliance by re-running the stat command and ensuring the output is root:root for each file.",Yes,2025-10-30T03:18:19.517454
1.1.15,k8s_1_1_1_15,CIS KUBERNETES BENCHMARK V1.9.0 PDF,Ensure that the scheduler.conf file permissions are set to 600 or more restrictive,Ensure that the scheduler.conf file has permissions of 600 or more restrictive.,The scheduler.conf file is the kubeconfig file for the Scheduler. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system. Impact: None,"Run the following command (based on the file location on your system) on the Control Plane node. For example, stat -c %a /etc/kubernetes/scheduler.conf Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod 600 /etc/kubernetes/scheduler.conf Default Value: By default, scheduler.conf has permissions of 640. References: 1. https://kubernetes.io/docs/setup/independent/create-cluster-kubeadm/",•  Level 1 - Master Node,None,1. https://kubernetes.io/docs/setup/independent/create-cluster-kubeadm/,Manual,HIGH,,Both AI opinions unanimously agree that this control requires a manual approach due to the nature of file permissions being an OS-level attribute that cannot be accessed via Kubernetes APIs or CLI commands. The audit steps provided are clear and appropriate for verifying compliance directly on the control plane nodes.,,"1. SSH into each Kubernetes control plane node. 2. Run the following command to check the permissions of the scheduler.conf file (adjust the path if your configuration uses a different location): ``` stat -c %a /etc/kubernetes/scheduler.conf ``` 3. Verify that the output is 600 or a more restrictive value (e.g., 400). 4. If the permissions are less than 600 (e.g., 640, 644, 666), remediate by running: ``` chmod 600 /etc/kubernetes/scheduler.conf ``` 5. Repeat for all control plane nodes in the cluster.",Yes,2025-10-30T03:12:28.653354
1.1.16,k8s_1_1_1_16,CIS KUBERNETES BENCHMARK V1.9.0 PDF,Ensure that the scheduler.conf file ownership is set to root:root,Ensure that the scheduler.conf file ownership is set to root:root.,The scheduler.conf file is the kubeconfig file for the Scheduler. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root. Impact: None,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %U:%G /etc/kubernetes/scheduler.conf Verify that the ownership is set to root:root.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown root:root /etc/kubernetes/scheduler.conf Default Value: By default, scheduler.conf file ownership is set to root:root. References: 1. https://kubernetes.io/docs/admin/kubeadm/",•  Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kubeadm/,Manual,HIGH,,"Both AI opinions unanimously agree that the control requires manual verification due to the need for direct access to the host operating system's filesystem, which is not accessible via Kubernetes APIs or CLI commands. The ownership of the `scheduler.conf` file must be checked directly on the control plane node, confirming that it is owned by `root:root`.",,"1. Log in to the Kubernetes control plane node (master node) via SSH or console access. 2. Run the following command to check the ownership of the `scheduler.conf` file (adjust the path if your cluster uses a non-default location): ``` stat -c %U:%G /etc/kubernetes/scheduler.conf ``` or ``` ls -l /etc/kubernetes/scheduler.conf ``` 3. Verify that the output shows the file is owned by user `root` and group `root` (i.e., `root:root`). 4. If the ownership is not `root:root`, remediate by running: ``` chown root:root /etc/kubernetes/scheduler.conf ``` 5. Confirm compliance by re-running the `stat` or `ls` command and ensuring the ownership is now `root:root`.",Yes,2025-10-30T03:29:03.197636
1.1.17,k8s_1_1_1_17,CIS KUBERNETES BENCHMARK V1.9.0 PDF,Ensure that the controller-manager.conf file permissions are set to 600 or more restrictive,Ensure that the controller-manager.conf file has permissions of 600 or more restrictive.,The controller-manager.conf file is the kubeconfig file for the Controller Manager. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system. Impact: None,"Run the following command (based on the file location on your system) on the Control Plane node. For example, stat -c %a /etc/kubernetes/controller-manager.conf Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod 600 /etc/kubernetes/controller-manager.conf Default Value: By default, controller-manager.conf has permissions of 640. References: 1. https://kubernetes.io/docs/admin/kube-controller-manager/",•  Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-controller-manager/,Manual,HIGH,,"Both AI opinions unanimously agree that this compliance control requires a manual audit due to the necessity of verifying file permissions on the host filesystem, which cannot be accessed through Kubernetes APIs or `kubectl`. The audit steps explicitly involve using OS-level commands that necessitate direct access to the Control Plane node, confirming that automation is not feasible.",,"1. SSH into each Kubernetes Control Plane node. 2. Run the following command to check the permissions of the controller-manager.conf file: ``` stat -c %a /etc/kubernetes/controller-manager.conf ``` 3. Verify that the output is 600 or more restrictive (e.g., 600, 400, 440, etc.). 4. If the permissions are more permissive than 600 (such as 640, 644, etc.), this is non-compliant. 5. To remediate, run the following command to set the correct permissions: ``` chmod 600 /etc/kubernetes/controller-manager.conf ``` 6. Confirm compliance by ensuring all relevant nodes have the file set to 600 or more restrictive permissions.",Yes,2025-10-30T03:07:42.658623
1.1.18,k8s_1_1_1_18,CIS KUBERNETES BENCHMARK V1.9.0 PDF,Ensure that the controller-manager.conf file ownership is set to root:root,Ensure that the controller-manager.conf file ownership is set to root:root.,The controller-manager.conf file is the kubeconfig file for the Controller Manager. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root. Impact: None,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %U:%G /etc/kubernetes/controller-manager.conf Verify that the ownership is set to root:root.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown root:root /etc/kubernetes/controller-manager.conf Default Value: By default, controller-manager.conf file ownership is set to root:root. References: 1. https://kubernetes.io/docs/admin/kube-controller-manager/",•  Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-controller-manager/,Manual,HIGH,,"Both AI opinions unanimously agree that this control requires a manual approach due to the need for direct access to the host operating system to verify file ownership, which is not exposed through Kubernetes APIs or kubectl. The audit steps explicitly require running shell commands on the control plane node, confirming that automation is not feasible.",,"1. SSH into each Kubernetes control plane node. 2. Run the following command to check the ownership of the controller-manager.conf file (adjust the path if your configuration uses a different location): ``` stat -c %U:%G /etc/kubernetes/controller-manager.conf ``` 3. Verify that the output is: ``` root:root ``` 4. If the ownership is not root:root, remediate by running: ``` chown root:root /etc/kubernetes/controller-manager.conf ``` 5. Confirm compliance by re-running the stat command and ensuring the ownership is now root:root.",Yes,2025-10-30T02:34:38.987929
1.1.19,k8s_1_1_1_19,CIS KUBERNETES BENCHMARK V1.9.0 PDF,Ensure that the Kubernetes PKI directory and file ownership is set to root:root,Ensure that the Kubernetes PKI directory and file ownership is set to root:root.,Kubernetes makes use of a number of certificates as part of its operation. You should set the ownership of the directory containing the PKI information and all files in that directory to maintain their integrity. The directory and files should be owned by root:root. Impact: None,"Run the below command (based on the file location on your system) on the Control Plane node. For example, ls -laR /etc/kubernetes/pki/ Verify that the ownership of all files and directories in this hierarchy is set to root:root.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown -R root:root /etc/kubernetes/pki/ Default Value: By default, the /etc/kubernetes/pki/ directory and all of the files and directories contained within it, are set to be owned by the root user. References: 1. https://kubernetes.io/docs/admin/kube-apiserver/",•  Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/,Manual,HIGH,,"Both AI opinions unanimously agree that this control requires a manual approach due to the necessity of verifying file ownership directly on the control plane node's file system, which is not accessible via Kubernetes APIs or kubectl commands. The audit steps provided are clear and appropriate for ensuring compliance with the control.",,"1. SSH into each Kubernetes control plane node. 2. Execute the following command to recursively list ownership of all files and directories within the PKI directory: ``` ls -laR /etc/kubernetes/pki/ ``` 3. Review the output to ensure that the owner and group for all files and directories are set to `root:root`. 4. If any file or directory is not owned by `root:root`, document this finding as a compliance issue that needs remediation. 5. Document the results for compliance evidence, ensuring to note any discrepancies found during the audit.",Yes,2025-10-30T03:54:16.087435
1.1.20,k8s_1_1_1_20,CIS KUBERNETES BENCHMARK V1.9.0 PDF,Ensure that the Kubernetes PKI certificate file permissions are set to 600 or more restrictive,Ensure that Kubernetes PKI certificate files have permissions of 600 or more restrictive.,Kubernetes makes use of a number of certificate files as part of the operation of its components. The permissions on these files should be set to 600 or more restrictive to protect their integrity. Impact: None,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c '%a' /etc/kubernetes/pki/*.crt Verify that the permissions are 600 or more restrictive. or ls -l /etc/kubernetes/pki/*.crt Verify -rw------","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod -R 600 /etc/kubernetes/pki/*.crt Default Value: By default, the certificates used by Kubernetes are set to have permissions of 644 References: 1. https://kubernetes.io/docs/admin/kube-apiserver/",•  Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/,Manual,HIGH,,"Both AI opinions unanimously agree that this control requires a manual approach due to the necessity of checking file permissions directly on the host filesystem, which is not accessible via Kubernetes APIs or kubectl. The audit steps explicitly involve running OS-level commands on the control plane node, confirming that automation is not feasible.",,"1. SSH into each Kubernetes control plane node. 2. Run the following command to list the permissions of all PKI certificate files: ``` ls -l /etc/kubernetes/pki/*.crt ``` or, for a numeric representation: ``` stat -c '%a %n' /etc/kubernetes/pki/*.crt ``` 3. Review the output and verify that each certificate file has permissions of 600 or more restrictive (i.e., only the owner has read and write permissions; no permissions for group or others). 4. Confirm compliance: All files should show permissions as `-rw-------` (600) or more restrictive (e.g., 400). If any file has less restrictive permissions (e.g., 644, 664), this is non-compliant.",Yes,2025-10-30T04:25:52.717718
1.1.21,k8s_1_1_1_21,CIS KUBERNETES BENCHMARK V1.9.0 PDF,Ensure that the Kubernetes PKI key file permissions are set to 600,Ensure that Kubernetes PKI key files have permissions of 600.,Kubernetes makes use of a number of key files as part of the operation of its components. The permissions on these files should be set to 600 to protect their integrity and confidentiality. Impact: None,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c '%a' /etc/kubernetes/pki/*.key Verify that the permissions are 600 or more restrictive. or ls -l /etc/kubernetes/pki/*.key Verify -rw------","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod -R 600 /etc/kubernetes/pki/*.key Default Value: By default, the keys used by Kubernetes are set to have permissions of 600 References: 1. https://kubernetes.io/docs/admin/kube-apiserver/",•  Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/,Manual,HIGH,,"Both AI opinions unanimously agree that this control requires a manual approach due to the necessity of verifying file system permissions directly on the host operating system. The permissions of Kubernetes PKI key files are not accessible through Kubernetes APIs or kubectl, necessitating SSH access to the control plane nodes for verification. Therefore, a manual audit is the only feasible method.",,"1. SSH into each Kubernetes control plane node. 2. Run the following command to list the permissions of all PKI key files: ``` ls -l /etc/kubernetes/pki/*.key ``` or, for a more concise output: ``` stat -c '%a %n' /etc/kubernetes/pki/*.key ``` 3. Review the output for each file. The permissions should be exactly `600` (i.e., `-rw-------`). 4. Confirm compliance: All PKI key files must have permissions set to `600` or more restrictive (no group or other access). 5. If any file has permissions less permissive than `600`, remediate by running: ``` chmod 600 /etc/kubernetes/pki/*.key ``` 6. Document the findings and remediation actions (if any).",Yes,2025-10-30T02:34:50.500205
